ivtyp,iregn,ildv,iage,2016,2017,2018,2019,2020,2021,2022,2023,2024
2,9,2,21,7683,7776,7870,7901,4776,6348,7477,8395,8407
2,9,2,22,6301,7101,7900,7853,7769,4837,7211,13594,8402
2,9,2,23,6965,7452,7939,7848,7468,7597,5402,13539,13594
2,9,2,24,2853,4994,7135,7847,6844,7060,7390,14377,13539
2,9,2,25,3723,4118,4512,4645,4761,4777,4832,9698,9729
2,1,4,1,12666,12666,12666,12666,2497,12666,12666,12666,12666
2,1,4,2,10645,12740,14834,11980,3098,11757,13954,14658,18581
2,1,4,3,11813,14940,18068,15905,3961,16227,16051,15049,21508
2,1,4,4,11852,14869,17886,16611,4023,16892,16080,14877,21961
2,1,4,5,2882,11212,19543,17284,4304,18527,17399,14987,21700
2,1,4,6,1916,11126,20336,19071,4624,20400,19161,14957,21851
2,1,4,7,1878,1899,1921,19394,4691,20804,19662,14718,21789
2,1,4,8,1834,2192,2549,2576,4663,21040,19852,14440,21429
2,1,4,9,1813,2152,2490,2567,3538,20794,19895,14082,21027
2,1,4,10,1751,2088,2426,2496,1616,2723,19605,13718,20481
2,1,4,11,1699,2040,2381,2429,1561,1816,1869,13297,19967
2,1,4,12,1638,1968,2299,2390,1508,1749,2397,12907,19357
2,1,4,13,1571,1893,2216,2306,1473,1691,2303,14859,18791
2,1,4,14,1477,1802,2126,2215,1417,1649,2218,14377,14859
2,1,4,15,1402,1719,2037,2125,1353,1584,2156,13861,14377
2,1,4,16,1310,1626,1941,2035,1295,1511,2072,13704,13866
2,1,4,17,1229,1544,1858,1939,1234,1442,1965,13458,13716
2,1,4,18,1368,1560,1752,1854,1175,1376,1874,12989,13477
2,1,4,19,1091,1378,1666,1753,1121,1308,1789,12686,12990
2,1,4,20,1033,1311,1588,1889,1061,1252,1702,12374,12684
2,1,4,21,962,1237,1512,1805,1002,1178,3588,12351,12369
2,1,4,22,888,1168,1448,1188,958,1125,3375,11882,12346
2,1,4,23,836,1112,1388,1132,1271,1068,3222,11723,12286
2,1,4,24,803,1051,1299,1086,1219,1020,3073,11599,12114
2,1,4,25,630,821,1013,855,981,841,2599,9349,9324
2,2,4,1,12970,12970,12970,12970,2495,12970,12970,12970,12970
2,2,4,2,10927,12869,14812,11999,2887,11737,12576,15041,19430
2,2,4,3,11983,14939,17895,15647,3725,16670,15446,15395,22620
2,2,4,4,11979,14987,17996,16639,3851,17315,15552,15267,23171
2,2,4,5,4322,12095,19868,17405,4191,19175,16935,15494,22877
2,2,4,6,1584,11155,20726,19426,4508,21356,19154,15582,23134
2,2,4,7,1545,1733,1921,19602,4584,21716,19693,15396,23248
2,2,4,8,1513,1715,1916,2576,4530,22010,19819,15055,22971
2,2,4,9,1506,1686,1866,2308,3539,21650,19957,14640,22456
2,2,4,10,1464,1642,1821,2247,1616,2723,19533,14231,21842
2,2,4,11,1424,1608,1792,2184,1554,2683,1869,13721,21233
2,2,4,12,1374,1554,1734,2150,1501,2568,2397,12913,20472
2,2,4,13,1322,1499,1677,2084,1467,2475,2280,14404,12913
2,2,4,14,1256,1430,1605,2006,1416,2417,2187,13905,15158
2,2,4,15,5355,3451,1547,1920,1355,2330,2135,13435,14627
2,2,4,16,5044,3261,1478,1852,1293,2226,2059,13260,14135
2,2,4,17,1036,3467,5898,1764,1245,2126,1959,13063,13951
2,2,4,18,1368,1356,1344,5115,1185,2045,1867,12645,13748
2,2,4,19,1091,1186,1281,4854,6683,1948,1797,12325,13298
2,2,4,20,1039,1136,1233,1970,6337,3905,1714,11998,12951
2,2,4,21,978,1105,1233,1895,2562,3691,3588,10362,12608
2,2,4,22,923,1054,1184,1188,2464,1433,3418,10338,12662
2,2,4,23,878,1002,1125,1142,1271,1386,3252,10224,10338
2,2,4,24,822,939,1057,1088,1227,1319,3138,8596,10216
2,2,4,25,656,760,864,897,1013,1118,2721,8869,8206
2,3,4,1,12826,12826,12826,12826,2563,12826,12826,12826,12826
2,3,4,2,11166,13813,16459,13079,3305,12644,14008,14787,18911
2,3,4,3,12342,15832,19321,17102,4095,17453,16293,15396,21954
2,3,4,4,12747,16102,19457,17989,4318,18508,16876,15323,22715
2,3,4,5,13215,17212,21209,18838,4627,20508,18379,15434,22471
2,3,4,6,1916,11925,21934,20526,4858,21895,19832,15360,22613
2,3,4,7,1873,11692,21511,20761,4956,22186,20223,15125,22486
2,3,4,8,1824,11517,21209,2251,4926,22490,20317,14799,22126
2,3,4,9,1807,11177,20547,2308,3530,22246,20435,14435,21637
2,3,4,10,1746,10870,19993,2237,1608,2723,20116,14147,21093
2,3,4,11,1678,10593,19508,2163,1538,2058,1869,13616,20659
2,3,4,12,1630,10253,18877,2122,1485,1959,2559,14133,19887
2,3,4,13,1556,9808,18059,2052,1449,1888,2421,14128,14133
2,3,4,14,1479,9419,17358,1959,1395,1838,2323,13557,14115
2,3,4,15,1411,9016,16622,1881,1324,1770,2259,13041,13540
2,3,4,16,1323,8569,15815,1800,1268,1678,2174,12812,13027
2,3,4,17,1254,8186,15118,1711,1211,1604,2055,12589,12801
2,3,4,18,1198,7744,14290,5598,1149,1534,1961,12159,12587
2,3,4,19,1091,7339,13587,5291,6679,1453,1880,11900,12149
2,3,4,20,1045,7043,13041,1970,6315,3905,1781,11612,11884
2,3,4,21,979,1106,1233,1891,2558,3690,3588,11621,11595
2,3,4,22,919,1051,1184,1188,2462,1075,3399,11518,11597
2,3,4,23,851,991,1130,1141,1268,1031,3235,10185,11501
2,3,4,24,767,916,1066,1091,1218,982,3099,8851,10185
2,3,4,25,583,712,842,877,1002,827,2663,9060,9036
2,4,4,1,12547,12547,12547,12547,2505,12547,12547,12547,12547
2,4,4,2,10106,12692,15278,12712,3232,12735,14553,14572,18759
2,4,4,3,11124,14385,17645,16118,3904,16913,16662,15135,21797
2,4,4,4,11755,14807,17860,16936,4050,17706,17112,15045,22489
2,4,4,5,12369,15651,18933,17652,4269,19020,17934,14926,22053
2,4,4,6,12497,15922,19347,18737,4452,19993,18838,14737,21939
2,4,4,7,12203,7062,1921,18918,4508,20232,19043,14450,21661
2,4,4,8,11914,7232,2549,18598,4475,20390,19171,14109,21224
2,4,4,9,11789,7136,2482,2308,4374,20166,19183,13803,20714
2,4,4,10,11556,6993,2429,2234,1615,2723,18885,13429,20254
2,4,4,11,11159,6757,2356,2162,1548,1816,1869,12956,19701
2,4,4,12,10980,6634,2288,2119,1496,1744,3862,14679,19012
2,4,4,13,10411,6290,2169,2059,1458,1675,3682,14260,14679
2,4,4,14,9992,6046,2100,1947,1413,1637,3539,13708,14260
2,4,4,15,5355,3682,2009,1883,1330,1583,3438,13178,13710
2,4,4,16,5098,3507,1916,1800,1280,1493,3333,12950,13185
2,4,4,17,711,3305,5898,1715,1215,1430,3126,12725,12957
2,4,4,18,688,3128,5567,5598,1161,1365,2996,12272,12738
2,4,4,19,640,2950,5260,5292,1104,1298,2857,12029,12277
2,4,4,20,630,2842,5053,1889,1046,1239,2716,11770,12025
2,4,4,21,580,2674,4768,1815,2561,1173,2588,11743,11770
2,4,4,22,557,2557,4557,1715,2484,1108,2462,11616,11736
2,4,4,23,507,2413,4319,1641,2343,1069,2325,11517,11614
2,4,4,24,467,2288,4108,1552,2251,1016,2249,9902,11510
2,4,4,25,326,1688,3051,1182,1719,799,1815,7949,8926
2,5,4,1,12379,12379,12379,12379,2498,12379,12379,12379,12379
2,5,4,2,10215,12830,15444,12135,3214,13106,13732,14082,18634
2,5,4,3,11436,14834,18232,15491,3803,16809,16883,14524,21440
2,5,4,4,11762,15038,18314,16550,4021,17563,16980,14451,21874
2,5,4,5,4322,11982,19642,17291,4244,19019,17840,14481,21609
2,5,4,6,4405,12286,20167,18539,4423,20075,18857,14314,21655
2,5,4,7,4271,3096,1921,18727,4497,20305,19239,14135,21404
2,5,4,8,4134,3701,3268,2576,4452,20549,19324,13905,21121
2,5,4,9,4175,3657,3139,858,3538,20238,19409,13602,20771
2,5,4,10,4122,3585,3048,825,3477,2723,19018,13337,20308
2,5,4,11,3958,3483,3009,797,3306,2675,1869,12861,19911
2,5,4,12,3836,3389,2942,789,3178,2539,1829,13817,19205
2,5,4,13,3703,3257,2811,772,3129,2431,1729,14212,13817
2,5,4,14,3523,3114,2704,736,3046,2392,1652,13571,13931
2,5,4,15,4590,3597,2603,708,2884,2324,1619,13129,13306
2,5,4,16,2518,2501,2484,681,2767,2201,1572,12974,12872
2,5,4,17,1506,3702,5898,649,2658,2110,1484,12835,12725
2,5,4,18,1368,1356,1344,5598,2530,2027,1423,12368,12592
2,5,4,19,1329,1304,1279,2674,6683,1929,1368,12085,12136
2,5,4,20,630,929,1228,2051,6401,3905,1303,11852,11852
2,5,4,21,588,910,1233,1971,3837,3733,3588,11836,11617
2,5,4,22,558,868,1178,1188,3690,1720,3432,12416,11598
2,5,4,23,527,819,1112,1135,1270,1655,3272,10210,11084
2,5,4,24,480,768,1055,1076,1221,1574,3148,9216,10957
2,5,4,25,358,584,810,844,963,1270,2596,9220,9188
2,6,4,1,12730,12730,12730,12730,2500,12730,12730,12730,12730
2,6,4,2,10930,13864,16798,13823,3545,14545,15533,14300,18615
2,6,4,3,12094,15785,19475,17010,4130,18309,18457,14771,21101
2,6,4,4,12592,16193,19794,17882,4256,19061,18605,14584,21459
2,6,4,5,12958,17000,21042,18894,4486,20246,19372,14504,21138
2,6,4,6,13114,17267,21421,19949,4673,21143,19944,14293,21066
2,6,4,7,12679,7300,1921,19977,4692,21510,20215,14037,20758
2,6,4,8,12244,7068,1891,2576,4643,21514,20420,13776,20372
2,6,4,9,12167,6990,1812,2541,3538,21140,20288,13532,19980
2,6,4,10,11875,6813,1751,2428,3464,2723,19832,13209,19600
2,6,4,11,11329,6522,1715,2338,3284,2661,1869,12741,19143
2,6,4,12,10992,6330,1668,2299,3149,2516,1822,14672,18467
2,6,4,13,10519,6049,1578,2230,3076,2405,1712,14310,14672
2,6,4,14,10000,5759,1519,2106,2967,2343,1636,13655,14318
2,6,4,15,5355,3403,1450,2025,2798,2262,1590,13201,13666
2,6,4,16,5096,3236,1376,1939,2680,2128,1536,13010,13214
2,6,4,17,4821,3067,1313,1839,2562,2040,1441,12859,13031
2,6,4,18,1368,1309,1251,1755,2427,1951,1382,12354,12882
2,6,4,19,1091,1137,1183,1672,2317,1851,1322,12131,12375
2,6,4,20,630,881,1131,1585,2203,3905,1253,11885,12151
2,6,4,21,592,912,1233,1516,2099,3721,3588,11844,11897
2,6,4,22,561,872,1183,1188,2002,3535,3417,13005,11854
2,6,4,23,525,824,1123,1132,1270,3395,3262,12857,11776
2,6,4,24,480,770,1061,1079,1203,3213,3135,12697,11634
2,6,4,25,348,574,801,833,949,2574,2536,11449,11449
2,7,4,1,13098,13098,13098,13098,2494,13098,13098,13098,13098
2,7,4,2,11959,14455,16951,14272,3364,14515,16242,14874,19093
2,7,4,3,13552,16996,20439,18153,4052,18435,18776,15347,21813
2,7,4,4,14234,17709,21184,19368,4251,19194,18805,15106,22400
2,7,4,5,2161,12390,22618,20437,4449,20766,19767,15002,21823
2,7,4,6,1916,12400,22884,21463,4558,21354,20572,14723,21712
2,7,4,7,1836,1878,1921,21460,4610,21560,20726,14412,21304
2,7,4,8,1770,2159,2549,21012,4545,21728,20761,14144,20847
2,7,4,9,1770,2092,2414,20723,4407,21336,20797,13886,20448
2,7,4,10,1721,2027,2332,19645,4314,2723,20275,13588,20064
2,7,4,11,1622,1949,2276,18777,4042,2664,1869,13049,19645
2,7,4,12,1577,1898,2219,18492,3865,2493,2397,14417,18871
2,7,4,13,1518,1804,2091,17996,3777,2379,2233,14039,13241
2,7,4,14,1448,1733,2018,16956,3663,2320,2127,13293,12891
2,7,4,15,5355,3646,1936,16345,3441,2250,2069,12893,12215
2,7,4,16,5110,3480,1849,15703,3311,2110,2005,12682,11850
2,7,4,17,1360,3629,5898,14992,3178,2032,1878,12537,11656
2,7,4,18,1296,3467,5638,5598,3028,1952,1811,12032,11524
2,7,4,19,545,2938,5330,5351,6683,1862,1736,11810,11065
2,7,4,20,630,2861,5091,1970,6391,3905,1658,11597,10852
2,7,4,21,591,912,1233,1881,3200,3739,3588,11551,10648
2,7,4,22,565,870,1175,1188,3063,1433,3436,13495,10607
2,7,4,23,532,829,1126,1132,1271,1371,3271,13410,13495
2,7,4,24,482,777,1071,1088,1217,1297,3130,13329,13403
2,7,4,25,334,564,795,834,958,1043,2562,9456,9451
2,8,4,1,12556,12556,12556,12556,2493,12556,12556,12556,12556
2,8,4,2,10520,12889,15259,12773,3234,12743,13727,14416,18316
2,8,4,3,11824,14882,17940,15530,3802,16543,16807,14838,20974
2,8,4,4,12314,15255,18195,16638,4018,17435,17353,14683,21403
2,8,4,5,4322,11877,19432,17367,4213,18827,18176,14630,20953
2,8,4,6,1938,10916,19894,18473,4304,19491,18988,14412,20879
2,8,4,7,1870,1895,1921,18618,4369,19597,19245,14138,20549
2,8,4,8,1811,2201,2591,2999,4332,19811,19239,13857,20138
2,8,4,9,1819,2150,2481,2308,3539,19560,19347,13538,19729
2,8,4,10,1789,2101,2412,2215,1616,4109,19070,13191,19260
2,8,4,11,1723,2051,2379,2154,1542,1816,1869,12747,18770
2,8,4,12,1681,2006,2331,2131,1491,1733,2397,13803,18138
2,8,4,13,1619,1928,2237,2085,1468,1676,2291,13047,13803
2,8,4,14,1558,1864,2169,2003,1432,1647,2203,12524,12498
2,8,4,15,4284,3187,2090,1942,1369,1608,2165,12033,11995
2,8,4,16,4145,3078,2010,1873,1320,1535,2113,11897,11531
2,8,4,17,1144,3521,5898,1797,1272,1481,2010,11755,11403
2,8,4,18,1099,1222,1344,5598,1213,1426,1942,11301,11266
2,8,4,19,773,1030,1286,2674,6683,1361,1870,11093,10830
2,8,4,20,630,931,1232,1970,6417,3905,1787,10882,10623
2,8,4,21,597,915,1233,1892,2562,3761,3588,11284,10424
2,8,4,22,562,874,1187,1188,2455,1075,3453,11516,11284
2,8,4,23,528,832,1136,1141,1271,1032,3297,11044,12156
2,8,4,24,484,779,1073,1099,1218,979,3164,8093,11044
2,8,4,25,342,569,796,830,948,781,2591,10634,9870
2,9,4,1,12990,12990,12990,12990,2494,12990,12990,12990,12990
2,9,4,2,10634,13052,15470,12712,3167,12452,13673,14705,18391
2,9,4,3,11906,15197,18487,16204,3800,16538,17000,15038,21042
2,9,4,4,12248,15449,18651,17452,4061,17550,17300,14819,21530
2,9,4,5,4026,12054,20083,18097,4304,19376,18259,14890,21016
2,9,4,6,3421,11989,20556,19420,4443,20505,19747,14719,21047
2,9,4,7,3304,2559,1813,19611,4510,20686,20109,14586,20774
2,9,4,8,3251,3160,3069,3805,4475,20917,20149,14332,20571
2,9,4,9,3244,3099,2955,2787,3522,20614,20170,14040,20210
2,9,4,10,3205,3056,2906,2689,1547,1755,19964,13692,19791
2,9,4,11,3098,2978,2858,2628,1478,1843,1499,13262,19301
2,9,4,12,3024,2914,2804,2600,1443,1771,2397,13710,18699
2,9,4,13,2921,2811,2701,2550,1419,1718,2292,13530,13685
2,9,4,14,2834,2730,2626,2460,1389,1693,2226,12943,13416
2,9,4,15,5926,4228,2530,2388,1330,1653,2179,12530,12832
2,9,4,16,839,1646,2453,2308,1294,1588,2132,12451,12423
2,9,4,17,1422,4281,7139,2228,1243,1537,2044,12368,12351
2,9,4,18,1270,1307,1344,6301,1202,1483,1974,11996,12267
2,9,4,19,892,1089,1286,2674,5890,1429,1904,11756,11901
2,9,4,20,630,932,1233,1971,5705,4787,1833,11545,11661
2,9,4,21,590,911,1233,1890,3172,4619,4603,12894,11447
2,9,4,22,557,871,1186,1188,3047,1842,4439,12850,13002
2,9,4,23,522,822,1121,1141,1271,1770,4248,10994,13080
2,9,4,24,479,778,1077,1089,1226,1687,4083,9362,10874
2,9,4,25,379,622,866,895,1021,1440,3535,9819,9686
2,1,5,1,7710,7085,6461,5764,4496,6259,6904,9220,4710
2,1,5,2,2855,5069,7283,6690,6193,3652,6517,12450,9274
2,1,5,3,3168,6285,9402,9340,10197,6321,7097,12666,12602
2,1,5,4,3178,5388,7598,9353,10325,9159,7585,12675,12926
2,1,5,5,3363,5832,8301,8871,9457,9183,9258,12553,12455
2,1,5,6,3490,6064,8638,9789,12174,9449,10720,13418,12214
2,1,5,7,3421,5970,8518,9955,12350,11160,10109,12498,13379
2,1,5,8,3342,5912,8482,9782,12277,11286,12404,12404,12482
2,1,5,9,3303,5795,8287,9746,11963,11155,12431,10585,12374
2,1,5,10,3189,5632,8074,9478,11797,10876,12250,10312,10576
2,1,5,11,3096,5510,7925,9225,11398,10711,11903,9995,10310
2,1,5,12,2984,5317,7649,9075,11015,10314,11678,9702,9996
2,1,5,13,2862,5118,7375,8754,10755,9974,11217,9452,9703
2,1,5,14,2691,4884,7077,8412,10345,9725,10805,9145,9452
2,1,5,15,2554,4666,6778,8070,9881,9345,10502,8817,9146
2,1,5,16,2387,4424,6460,7725,9455,8911,10095,8718,8821
2,1,5,17,2240,4212,6184,7363,9009,8507,9572,8561,8725
2,1,5,18,2104,3968,5831,7042,8584,8113,9129,8262,8574
2,1,5,19,1979,3761,5544,6655,8187,7714,8713,8070,8263
2,1,5,20,1874,3580,5285,6300,7748,7382,8290,7871,8069
2,1,5,21,1745,3389,5033,6022,7318,6949,7923,7857,7869
2,1,5,22,1611,3214,4817,5754,6996,6635,7453,7818,7854
2,1,5,23,1517,3069,4621,5485,6676,6302,7116,7713,7816
2,1,5,24,1457,2891,4324,5264,6407,6015,6786,7632,7707
2,1,5,25,1143,2256,3370,4143,5154,4959,5739,7114,7194
2,2,5,1,7886,7349,6813,5706,4758,5870,6558,8378,4566
2,2,5,2,7999,7024,6048,6186,5266,4467,6193,11922,8446
2,2,5,3,8772,8684,8595,8819,9651,6600,6611,12324,12122
2,2,5,4,8769,8499,8229,9311,9917,9154,7664,12461,12882
2,2,5,5,9428,9256,9085,7308,9309,9535,9543,12017,12304
2,2,5,6,9847,9662,9477,8157,10237,9485,10127,13228,11562
2,2,5,7,9606,9467,9328,8231,10408,7598,9759,12011,13250
2,2,5,8,9406,9356,9307,8124,10286,7701,7332,11886,12031
2,2,5,9,9362,9212,9062,8096,10059,7575,7383,10516,11904
2,2,5,10,9097,8971,8845,7882,9928,7419,7226,10222,10538
2,2,5,11,8849,8775,8702,7658,9549,7311,7054,9856,10244
2,2,5,12,8540,8481,8422,7540,9221,6997,6941,9608,9877
2,2,5,13,8216,8180,8144,7309,9011,6743,6601,9354,9629
2,2,5,14,7808,7800,7793,7034,8703,6585,6333,9030,9375
2,2,5,15,7443,7477,7511,6733,8325,6347,6182,8725,9046
2,2,5,16,7011,7094,7177,6495,7947,6064,5960,8612,8742
2,2,5,17,6663,6757,6852,6188,7652,5793,5673,8484,8628
2,2,5,18,6379,6442,6505,5917,7278,5572,5407,8212,8503
2,2,5,19,6080,6139,6198,5615,6954,5308,5203,8004,8224
2,2,5,20,5793,5879,5965,5360,6594,5083,4962,7792,8010
2,2,5,21,5451,5578,5705,5158,6312,4805,4748,7781,7797
2,2,5,22,5145,5313,5480,4935,6070,4608,4523,7718,7783
2,2,5,23,4897,5052,5208,4744,5796,4456,4303,7633,7724
2,2,5,24,4581,4736,4891,4521,5596,4242,4152,7579,7633
2,2,5,25,3658,3828,3998,3728,4623,3596,3600,7128,7208
2,3,5,1,7909,7593,7278,6718,4820,5972,6779,9937,5002
2,3,5,2,9389,8064,6739,6098,7078,4378,6762,12402,10119
2,3,5,3,10377,9280,8183,8339,9536,7074,7523,13198,13085
2,3,5,4,10717,9620,8523,8695,10441,9444,8487,13795,14393
2,3,5,5,11111,10201,9290,8493,9715,9561,10109,12859,13590
2,3,5,6,11271,10440,9608,9253,10232,10562,10634,13820,12406
2,3,5,7,11022,10222,9423,9360,10439,10648,10651,12840,13823
2,3,5,8,10734,10012,9290,9195,10376,10794,11151,11998,12823
2,3,5,9,10633,9817,9000,9055,10116,10677,11216,10488,11992
2,3,5,10,10274,9516,8758,8774,9882,10404,11041,10279,10466
2,3,5,11,9875,9210,8545,8485,9452,10163,10721,9893,10250
2,3,5,12,9589,8929,8269,8323,9128,9676,10454,9634,9867
2,3,5,13,9157,8534,7911,8047,8902,9324,9892,9362,9607
2,3,5,14,8703,8153,7604,7685,8574,9076,9488,8984,9338
2,3,5,15,8301,7791,7281,7379,8135,8743,9228,8642,8957
2,3,5,16,7784,7356,6928,7059,7793,8286,8882,8490,8618
2,3,5,17,7377,7000,6622,6711,7441,7922,8395,8343,8469
2,3,5,18,7049,6654,6259,6412,7058,7577,8012,8058,8327
2,3,5,19,6607,6279,5952,6060,6732,7178,7680,7886,8037
2,3,5,20,6328,6020,5713,5766,6365,6847,7275,7695,7862
2,3,5,21,5931,5676,5421,5536,6044,6470,6930,7699,7671
2,3,5,22,5566,5386,5206,5258,5817,6167,6565,7631,7672
2,3,5,23,5157,5065,4972,5054,5525,5919,6248,7543,7609
2,3,5,24,4647,4667,4687,4832,5310,5635,5985,7474,7520
2,3,5,25,3532,3617,3703,3884,4367,4746,5144,7097,7138
2,4,5,1,9577,8314,7051,6237,4548,6330,7012,9843,5308
2,4,5,2,1797,3856,5915,6385,6263,4554,6906,12563,10081
2,4,5,3,1978,4948,7917,9274,10255,6314,7619,13658,13462
2,4,5,4,2090,5503,8916,8699,10810,9729,7975,14156,14938
2,4,5,5,2199,5825,9452,8130,9517,10237,10410,13569,13901
2,4,5,6,2222,5940,9658,8629,9686,9947,11490,13986,12760
2,4,5,7,2170,5843,9516,8712,9809,8579,9653,13063,13997
2,4,5,8,2118,5767,9415,8565,9738,8646,9268,12570,13082
2,4,5,9,2096,5633,9170,8480,9517,8551,9274,10651,12429
2,4,5,10,2054,5514,8974,8206,9329,8375,9130,10363,10603
2,4,5,11,1984,5344,8704,7943,8944,8184,8921,9998,10313
2,4,5,12,1952,5202,8451,7782,8646,7861,8689,9759,9953
2,4,5,13,1851,4932,8013,7563,8424,7551,8284,9473,9713
2,4,5,14,1776,4768,7759,7152,8164,7378,7963,9106,9428
2,4,5,15,1687,4555,7422,6915,7686,7135,7736,8754,9065
2,4,5,16,1606,4343,7079,6611,7396,6729,7500,8603,8718
2,4,5,17,1508,4120,6733,6299,7020,6444,7034,8453,8567
2,4,5,18,1459,3907,6355,6009,6710,6152,6742,8152,8422
2,4,5,19,1356,3680,6004,5681,6379,5849,6427,7991,8118
2,4,5,20,1311,3540,5769,5366,6045,5585,6111,7819,7951
2,4,5,21,1206,3324,5443,5157,5699,5287,5823,7801,7782
2,4,5,22,1158,3180,5202,4872,5526,4994,5539,7716,7760
2,4,5,23,1055,2993,4931,4663,5213,4818,5231,7651,7679
2,4,5,24,972,2831,4690,4410,5008,4578,5061,7540,7610
2,4,5,25,677,2080,3483,3358,3825,3600,4084,7103,7131
2,5,5,1,7736,7557,7378,6574,5135,6053,6449,9918,4996
2,5,5,2,4473,5616,6759,6133,6810,4693,6939,12270,10133
2,5,5,3,5008,6627,8246,8877,9292,7395,7675,12846,12759
2,5,5,4,5150,6228,7305,8898,10346,9311,8230,12974,13636
2,5,5,5,5333,6584,7835,6626,9526,10114,9871,12021,12864
2,5,5,6,5435,6739,8044,7105,8101,9510,10727,13428,11802
2,5,5,7,5269,6602,7934,7177,8237,8765,9904,12422,13399
2,5,5,8,5101,6479,7858,7073,8154,8870,8504,12042,12463
2,5,5,9,5151,6349,7547,7001,7965,8735,8541,10234,12082
2,5,5,10,5086,6207,7329,6726,7828,8515,8369,10035,10241
2,5,5,11,4883,6059,7234,6504,7443,8366,8152,9677,10041
2,5,5,12,4733,5903,7074,6434,7154,7939,7982,9427,9684
2,5,5,13,4569,5663,6758,6293,7044,7601,7544,9169,9434
2,5,5,14,4347,5424,6501,5999,6857,7478,7208,8755,9177
2,5,5,15,4153,5206,6258,5776,6491,7267,7065,8470,8765
2,5,5,16,3961,4966,5972,5552,6228,6881,6857,8370,8479
2,5,5,17,3771,4738,5705,5296,5983,6598,6476,8280,8383
2,5,5,18,3602,4527,5452,5068,5695,6337,6207,7979,8295
2,5,5,19,3374,4280,5187,4847,5440,6033,5969,7797,7994
2,5,5,20,3215,4097,4979,4612,5210,5780,5685,7646,7807
2,5,5,21,3002,3866,4730,4434,4957,5526,5446,7636,7653
2,5,5,22,2849,3685,4522,4206,4767,5262,5209,7579,7640
2,5,5,23,2690,3478,4266,4018,4510,5064,4967,7497,7587
2,5,5,24,2451,3250,4049,3810,4332,4816,4778,7439,7500
2,5,5,25,1827,2467,3107,2988,3418,3888,3941,6942,7022
2,6,5,1,8146,7839,7532,6812,4539,6737,7311,11000,5991
2,6,5,2,1267,4202,7138,6389,9975,4145,7962,13196,11227
2,6,5,3,1402,5152,8902,10652,11121,7861,8251,14056,13913
2,6,5,4,1459,4768,8077,9894,11362,9607,9877,14544,15297
2,6,5,5,1502,5044,8586,8491,9811,10649,10765,13255,14251
2,6,5,6,1520,5130,8740,8966,12245,10270,11614,14546,12951
2,6,5,7,1470,5026,8582,8978,12295,12394,10635,13501,14467
2,6,5,8,1419,4935,8451,8812,12166,12396,11903,12955,13452
2,6,5,9,1410,4754,8098,8691,11801,12181,11826,10993,12868
2,6,5,10,1376,4599,7823,8307,11555,11833,11560,10730,11130
2,6,5,11,1313,4488,7663,7999,10954,11563,11187,10350,10870
2,6,5,12,1274,4363,7452,7863,10503,10934,10911,10050,10486
2,6,5,13,1219,4135,7051,7630,10261,10452,10250,9802,10181
2,6,5,14,1159,3972,6786,7204,9896,10180,9792,9354,9935
2,6,5,15,1105,3792,6479,6927,9332,9830,9522,9042,9483
2,6,5,16,1051,3601,6150,6633,8941,9248,9194,8912,9169
2,6,5,17,995,3430,5866,6291,8544,8863,8629,8808,9042
2,6,5,18,945,3267,5588,6002,8094,8477,8272,8462,8939
2,6,5,19,889,3088,5287,5719,7730,8044,7913,8309,8587
2,6,5,20,845,2950,5054,5422,7347,7680,7501,8141,8432
2,6,5,21,795,2779,4764,5186,7001,7318,7167,8113,8256
2,6,5,22,753,2662,4571,4886,6679,6953,6824,8056,8226
2,6,5,23,704,2521,4339,4655,6346,6678,6515,7965,8174
2,6,5,24,644,2372,4099,4439,6009,6319,6262,7866,8076
2,6,5,25,467,1781,3095,3428,4742,5063,5065,7341,7530
2,7,5,1,7006,6687,6368,5907,5052,5836,6509,10398,5669
2,7,5,2,3924,5446,6969,6500,6487,3717,7490,12623,10576
2,7,5,3,4447,6394,8340,8112,9697,7102,7777,13466,12979
2,7,5,4,4670,6678,8685,8501,9376,9224,8345,13438,15563
2,7,5,5,4721,6998,9274,8855,8908,9092,9863,12358,13187
