Census Division,Class,Vocational ?,Vintage,Fuel,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
2,2,0,23,2,13202,8618,9112,10072,15289,20196,13524,19338,11110,17018,19092,20783,20139
2,2,0,23,3,0,0,0,1,0,0,0,1,0,0,0,0,0
2,2,0,23,4,0,0,1,1,45,7,29,28,73,99,18,11,14
2,2,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,24,1,2125,1985,1949,2290,3397,3664,5455,5712,7937,2256,8554,7229,9036
2,2,0,24,2,16077,11611,7386,8619,9480,13785,18070,12199,15284,9877,15304,16894,18486
2,2,0,24,3,0,0,0,0,1,0,0,0,1,0,0,0,0
2,2,0,24,4,0,0,0,1,0,42,6,26,24,70,99,16,10
2,2,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,25,1,1378,1976,1821,1923,2232,3141,3485,5134,4812,7624,2164,7913,6847
2,2,0,25,2,14698,14067,10020,7095,8125,8530,12281,15938,9567,13864,8902,13400,15003
2,2,0,25,3,0,0,0,0,0,1,0,0,0,1,0,0,0
2,2,0,25,4,0,0,0,0,1,0,38,5,21,22,63,95,15
2,2,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,26,1,1159,1264,1826,1796,1896,2089,2884,3304,4089,4672,7216,1986,7420
2,2,0,26,2,10111,12968,12057,9624,6803,7339,7580,10950,11748,8681,12663,7823,11955
2,2,0,26,3,0,0,0,0,0,0,1,0,0,0,1,0,0
2,2,0,26,4,0,0,0,0,0,1,0,37,3,20,22,60,88
2,2,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,27,1,1534,1074,1150,1795,1770,1835,1945,2731,2493,3855,4442,6735,1832
2,2,0,27,2,10651,9021,11237,11654,9228,6337,6552,6904,7847,10567,8002,11348,7014
2,2,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,27,4,0,0,0,0,0,0,1,0,33,2,20,22,60
2,2,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,28,1,1190,1403,988,1130,1763,1698,1773,1889,2095,2374,3673,4150,6338
2,2,0,28,2,8148,9523,7930,10861,11250,8525,5871,5988,4951,7169,9789,7234,10229
2,2,0,28,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,28,4,0,0,0,0,0,0,0,1,0,33,1,18,21
2,2,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,29,1,761,1078,1271,966,1109,1646,1625,1652,1398,1983,2316,3431,3912
2,2,0,29,2,6645,7413,8395,7728,10485,10430,7822,5427,4339,4550,6600,8741,6613
2,2,0,29,3,3,1,0,0,0,0,0,0,0,0,0,0,0
2,2,0,29,4,0,0,0,0,0,0,0,0,0,0,32,1,18
2,2,0,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,30,1,601,710,966,1260,944,1027,1528,1569,1253,1355,1918,2139,3184
2,2,0,30,2,4502,6047,6677,8256,7526,9787,9609,7319,3652,4029,4216,5952,7899
2,2,0,30,3,1,2,1,0,0,0,0,0,0,0,0,0,0
2,2,0,30,4,0,0,0,0,0,0,0,0,0,0,0,32,1
2,2,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,31,1,381,537,658,943,1248,869,944,1477,1191,1204,1305,1821,1999
2,2,0,31,2,3868,4156,5449,6580,8117,7043,9088,8960,4939,3422,3794,3840,5417
2,2,0,31,3,0,1,1,1,0,0,0,0,0,0,0,0,0
2,2,0,31,4,0,0,0,0,0,0,0,0,0,0,1,0,32
2,2,0,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,32,1,0,354,472,659,920,1203,793,875,1119,1143,1183,1210,1695
2,2,0,32,2,3623,3577,3810,5403,6483,7732,6560,8458,6137,4585,3229,3472,3483
2,2,0,32,3,0,0,1,1,1,0,0,0,0,0,0,0,0
2,2,0,32,4,0,0,0,0,0,0,0,0,0,0,0,1,0
2,2,0,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,33,1,0,164,327,493,659,908,1157,753,628,1087,1105,1132,1157
2,2,0,33,2,4325,3805,3285,4321,5357,6352,7347,6179,5931,5743,4311,2931,3200
2,2,0,33,3,0,0,0,1,1,1,0,0,0,0,0,0,0
2,2,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,34,1,4,4,3,398,792,1534,2276,3302,2909,3445,4456,5230,6135
2,2,0,34,2,40636,41328,42020,45949,49878,54594,59310,65801,57844,62689,67227,67241,67919
2,2,0,34,3,0,0,0,1,1,2,2,2,2,1,1,1,1
2,2,0,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,1,1,12080,13865,12014,26230,21412,24717,20517,21581,5703,8169,10709,5702,8695
3,2,0,1,2,11855,20794,17735,21851,19482,23871,15315,23948,29154,25894,32288,29114,34819
3,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,1,4,245,294,37,136,43,4,77,141,55,0,0,0,0
3,2,0,1,5,22861,19402,14286,46932,33810,44631,27349,29433,7288,7405,2945,7814,0
3,2,0,1,6,0,0,0,0,0,0,0,0,0,0,888,1606,3850
3,2,0,2,1,16887,13765,13865,12708,26230,23212,24717,25625,27593,8185,9234,14260,7399
3,2,0,2,2,15017,20922,20794,19602,21851,20869,23871,20622,46591,39282,30201,39926,40338
3,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,2,4,13,180,294,42,136,43,4,87,149,55,0,0,0
3,2,0,2,5,27358,17357,19402,15754,46932,39185,44631,35470,23794,8402,9515,4175,11082
3,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,1296,3182
3,2,0,3,1,6622,17330,15449,14130,13402,26679,25011,24279,23762,27763,8418,9655,14762
3,2,0,3,2,14830,21607,29989,20892,21469,22166,22256,23997,35514,47619,39637,32847,42696
3,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,3,4,0,13,114,296,46,138,43,3,85,145,54,0,0
3,2,0,3,5,10467,20850,11852,19600,17221,47277,44559,45738,21839,24688,9543,9779,4330
3,2,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1314
3,2,0,4,1,6852,6903,17772,16128,14395,13770,27127,25259,24243,23844,27889,8776,10024
3,2,0,4,2,31423,14781,28197,28798,20990,21760,22480,22606,40368,35623,47975,39379,34288
3,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,4,4,0,0,13,112,298,48,139,46,4,83,144,53,0
3,2,0,4,5,156,10647,14342,12069,19797,17324,47621,44936,29438,21890,25043,10188,9707
3,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,5,1,25110,7133,7184,18563,16807,14846,14137,27694,25334,24955,24192,28215,9138
3,2,0,5,2,48656,31484,14731,28304,27607,20926,22050,22804,38906,40490,35933,47026,39928
3,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,5,4,0,0,0,13,110,312,49,179,49,5,85,140,54
3,2,0,5,5,0,149,10826,14562,12285,20024,17426,48515,28695,29214,21904,24933,10108
3,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,6,1,23310,26068,7413,7471,19353,17393,15296,14561,27952,21958,25328,24729,28757
3,2,0,6,2,44849,49035,31545,13790,28411,28089,20861,22297,36604,39111,40489,35000,47319
3,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,6,4,0,0,0,0,12,123,326,62,171,48,5,83,144
3,2,0,6,5,0,0,142,10958,14781,12513,20250,17610,34864,24428,29355,21889,24807
3,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,7,1,38731,24016,27025,7726,7757,19928,17979,15605,14754,28614,22177,25700,25263
3,2,0,7,2,60625,45161,49413,31689,12849,28651,28570,20950,22246,36547,39139,39582,35052
3,2,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,7,4,0,0,0,0,0,11,135,381,71,172,49,6,85
3,2,0,7,5,0,0,0,144,11090,15008,12740,20677,17631,35039,24664,29451,22055
3,2,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,8,1,36870,39567,24721,27702,8038,7922,20502,18290,15682,14982,28801,22500,26216
3,2,0,8,2,56624,60544,45472,49334,31832,12896,28891,28760,20833,22197,36383,37928,39575
3,2,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,8,4,0,0,0,0,0,0,10,261,379,78,170,51,4
3,2,0,8,5,0,0,0,0,145,11226,15235,12940,20759,17561,35152,24636,29555
3,2,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,9,1,42330,37440,40403,25069,28378,8224,8087,20779,18344,15785,14984,28992,22648
3,2,0,9,2,70914,56467,60462,45325,49255,31880,12943,29070,28438,20615,22014,35273,37479
3,2,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,9,4,26,0,0,0,0,0,0,13,276,380,83,176,19
3,2,0,9,5,0,0,0,0,0,143,11361,15440,13008,20883,17509,35188,24548
3,2,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,10,1,38377,42564,38009,40546,25417,28570,8410,8149,20752,18421,15833,14975,29195
3,2,0,10,2,84779,70380,56309,59860,45178,48861,31928,12978,28498,28169,20401,21718,34855
3,2,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,10,4,24,23,0,0,0,0,0,0,15,261,381,86,163
3,2,0,10,5,0,0,0,0,0,0,141,11361,15450,13083,20841,17188,35223
3,2,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,11,1,31605,38440,42797,37971,40688,25490,28761,8422,8014,20664,18326,15722,14903
3,2,0,11,2,67804,84003,69846,55720,59258,44780,48466,31752,12719,28098,27852,20094,21428
3,2,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,11,4,34,32,19,0,0,0,0,0,0,19,259,376,88
3,2,0,11,5,0,0,0,0,0,0,0,136,11264,15464,13078,20442,16927
3,2,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,12,1,32817,31580,38503,42503,37932,40422,25563,28407,8370,7956,20593,18261,15624
3,2,0,12,2,73841,66894,83226,68934,55131,58197,44382,47915,31026,12466,27541,27284,19650
3,2,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,12,4,47,33,39,20,0,0,0,0,0,0,18,263,374
3,2,0,12,5,0,0,0,0,0,0,0,0,126,11120,15392,12754,20280
3,2,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,13,1,23233,32725,31555,38038,42209,37498,40156,25303,27722,8346,7854,20195,18133
3,2,0,13,2,78593,72356,65984,80700,68021,54046,57135,43875,46313,30460,12181,26820,26672
3,2,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,13,4,27,46,32,39,21,0,0,0,0,0,0,16,261
3,2,0,13,5,0,0,0,0,0,0,0,0,0,127,10957,14829,12685
3,2,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,14,1,27390,23011,32633,31155,37572,41516,37064,39359,24660,27192,8256,7657,19960
3,2,0,14,2,67435,76439,70871,64271,78173,66533,52960,55561,42186,44963,29817,11856,26016
3,2,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,14,4,210,24,44,28,38,22,0,0,0,0,0,0,18
3,2,0,14,5,0,0,0,0,0,0,0,0,0,0,130,10426,14605
3,2,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,15,1,7168,26994,22789,32135,30755,36784,40822,36107,38012,24407,26592,8045,7425
3,2,0,15,2,46510,64608,74285,68424,62557,75856,65044,51097,52832,40666,43639,28560,11454
3,2,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,15,4,134,197,21,40,24,36,22,0,0,0,0,0,0
3,2,0,15,5,0,0,0,0,0,0,0,0,0,0,0,122,10210
3,2,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,16,1,21544,6970,26597,22317,31636,30076,35996,39609,34640,37108,23990,25526,7896
3,2,0,16,2,59569,43993,61780,71132,65976,60228,73539,62572,48517,50597,39160,41030,27559
3,2,0,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,16,4,39,128,183,20,36,26,34,22,0,0,0,0,0
3,2,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,121
3,2,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,17,1,14731,21091,6772,25991,21844,30781,29396,34693,37744,33814,36138,23309,24531
3,2,0,17,2,42951,55826,41476,58182,67979,62821,57898,70214,59046,46428,48081,35699,38972
3,2,0,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,17,4,70,36,121,171,19,34,27,35,14,0,0,0,0
3,2,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,18,1,11398,14324,20638,6505,25385,21165,29925,28473,32867,36659,32881,34761,22714
3,2,0,18,2,46081,39759,52082,38786,54583,64252,59666,54630,65482,56425,44101,43483,33781
3,2,0,18,3,1,1,0,0,0,0,0,0,0,0,0,0,0
3,2,0,18,4,14,62,33,109,158,19,31,26,28,13,0,0,0
3,2,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,19,1,9662,10943,13916,19962,6238,24494,20486,28685,27040,31808,35222,31422,33425
3,2,0,19,2,41539,41518,36566,48321,36096,50849,60524,55682,50307,62167,53686,40712,40843
3,2,0,19,3,0,1,0,0,0,0,0,0,0,0,0,0,0
3,2,0,19,4,31,13,53,28,97,142,18,23,19,21,12,0,0
3,2,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,20,1,8761,9158,10487,13427,19286,5921,23602,19548,26999,26155,30626,33618,30075
3,2,0,20,2,27338,37484,36955,33818,44560,33379,47115,54561,50673,47390,58606,49369,38268
3,2,0,20,3,0,0,0,1,0,0,0,0,0,0,0,0,0
3,2,0,20,4,1,27,11,44,22,88,126,15,22,17,16,13,0
3,2,0,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,21,1,6127,8229,8654,10996,12937,18526,5604,22479,18223,26108,25318,28938,31994
3,2,0,21,2,24934,24537,33429,38767,31070,41030,30662,42640,49201,47304,44248,53499,46266
3,2,0,21,3,0,0,0,0,1,0,0,0,0,0,0,0,0
3,2,0,21,4,3,1,22,9,35,21,78,103,14,16,18,14,13
3,2,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,22,1,4487,5757,7697,8127,11505,12345,17765,5152,20886,17729,25056,24082,27484
3,2,0,22,2,19838,22354,21735,30284,40578,28482,37500,27555,37819,46619,43885,40278,49627
3,2,0,22,3,0,0,0,0,0,1,0,0,0,0,0,0,0
3,2,0,22,4,0,3,1,16,6,32,19,66,84,15,14,15,13
3,2,0,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,23,1,3535,4168,5387,7206,7599,10829,11752,16842,4778,20177,17016,23775,22926
3,2,0,23,2,23368,17770,19774,19585,27138,36894,25894,33635,24374,34925,43073,38860,37393
3,2,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,23,4,0,0,2,1,10,5,29,16,56,75,12,10,10
3,2,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,24,1,3192,3267,3848,5037,6715,7088,10153,11032,15499,4571,19264,15985,22556
3,2,0,24,2,27337,21000,15701,17918,17435,24665,33210,23230,29768,22565,31946,38732,35728
3,2,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,24,4,0,0,0,2,1,10,4,26,14,46,73,11,4
3,2,0,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,25,1,2099,2923,2998,3583,4687,6236,6576,9421,10084,14950,4282,18006,15119
3,2,0,25,2,22299,24591,18632,14299,16061,15748,22191,29424,20525,27312,20619,28645,35439
3,2,0,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,25,4,0,0,0,0,1,1,9,4,20,13,45,63,7
3,2,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,26,1,1455,1906,2654,2797,3317,4390,5756,6065,8554,9665,14257,3983,16938
3,2,0,26,2,13182,20010,21845,16905,12897,14537,14060,19612,25810,19104,25063,18573,26000
3,2,0,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,26,4,0,0,0,0,0,1,1,8,4,18,12,41,47
3,2,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,27,1,2675,1342,1712,2484,2595,3137,4092,5302,5494,8191,9195,13463,3755
3,2,0,27,2,15295,11932,17721,19903,15178,11690,13012,12495,17294,23846,17547,22557,16984
3,2,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,27,4,0,0,0,0,0,0,0,1,8,4,16,12,34
3,2,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,28,1,2164,2450,1228,1571,2314,2434,2957,3774,4799,5288,7727,8686,12723
3,2,0,28,2,12599,13945,10682,16135,17961,13808,10482,11474,10919,15910,21813,15814,20694
3,2,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,28,4,0,0,0,0,0,0,0,0,0,6,2,15,12
3,2,0,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,29,1,1866,1982,2224,1147,1430,2134,2273,2739,3470,4522,4939,7158,8222
3,2,0,29,2,10462,11432,12594,9852,14549,16403,12438,9279,10056,10116,14560,19552,14705
3,2,0,29,3,0,1,0,0,0,0,0,0,0,0,0,0,0
3,2,0,29,4,0,0,0,0,0,0,0,0,0,0,7,3,13
3,2,0,29,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,30,1,1370,1692,1799,2104,1065,1316,1953,2104,2469,3330,4269,4507,6690
3,2,0,30,2,6846,9585,10264,11740,9021,13239,14844,10981,8196,9273,9201,13059,17881
3,2,0,30,3,0,0,1,0,0,0,0,0,0,0,0,0,0
3,2,0,30,4,0,0,0,0,0,0,0,0,0,0,0,6,4
3,2,0,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,31,1,1118,1254,1518,1667,1983,999,1201,1805,1920,2398,3205,3954,4203
3,2,0,31,2,4934,6257,8707,9560,10885,8316,11928,13231,9681,7684,8483,8265,12018
3,2,0,31,3,0,0,0,1,0,0,0,0,0,0,0,0,0
3,2,0,31,4,0,0,0,0,0,0,0,0,0,0,0,0,5
3,2,0,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,32,1,0,1023,1138,1417,1534,1841,932,1087,1648,1872,2251,2922,3707
3,2,0,32,2,4863,4562,5667,8109,8856,10111,7610,10646,11831,9088,7109,7673,7716
3,2,0,32,3,0,0,0,0,1,0,0,0,0,0,0,0,0
3,2,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,33,1,0,464,927,1122,1316,1507,1698,848,978,1599,1779,2104,2735
3,2,0,33,2,5469,4830,4190,5850,7510,8424,9337,6916,9506,11122,8448,6453,7098
3,2,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,33,6,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,34,1,4,5,6,901,1795,2910,4024,5253,5490,6346,7582,8674,10229
3,2,0,34,2,61014,61254,61494,63513,65532,70394,75255,80611,82153,90263,97936,99324,101631
3,2,0,34,3,1,2,3,3,2,2,1,1,2,2,1,1,1
3,2,0,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,1,1,12527,13257,9907,21951,17310,18707,17193,19668,6577,8012,10954,4454,7565
4,2,0,1,2,7172,12345,11985,14856,14812,15101,14197,19274,25257,22225,25625,25700,28733
4,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,1,4,843,353,359,69,3,1,38,90,50,0,0,0,0
4,2,0,1,5,16248,15521,8516,28632,26256,24831,22896,28495,3991,4633,2252,6491,0
4,2,0,1,6,0,0,0,0,0,0,0,0,0,0,375,455,1339
4,2,0,2,1,16686,14350,13257,10443,21951,18287,18707,18344,20773,7495,7835,13021,5553
4,2,0,2,2,8190,13127,12345,12524,14856,14090,15101,14935,30900,28233,21806,27775,27015
4,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,2,4,92,749,353,342,69,3,1,54,64,51,0,0,0
4,2,0,2,5,19244,12881,15521,9194,28632,25543,24831,21043,14590,4465,4590,2660,7296
4,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,623,1031
4,2,0,3,1,6816,16644,16172,13166,10979,22020,19264,18697,18381,20898,7454,7819,12127
4,2,0,3,2,9401,12338,19082,12372,13063,14797,13368,14996,21720,29744,27554,21756,27318
4,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,3,4,0,93,654,348,324,63,2,2,53,62,50,0,0
4,2,0,3,5,7230,15341,9513,15462,9872,28558,24829,24845,12552,14739,4881,4394,2613
4,2,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,633
4,2,0,4,1,8652,6831,16602,16142,13074,11089,22088,19404,18720,18578,20997,7565,7978
4,2,0,4,2,20832,9389,16486,18173,12399,13056,14738,13352,22505,21351,29077,25762,21439
4,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,4,4,0,0,94,637,342,321,57,2,1,46,62,51,0
4,2,0,4,5,51,7273,11438,9660,15403,9868,28483,24381,16245,12387,14599,4932,4251
4,2,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,5,1,22697,8676,6846,16752,16112,13128,11199,22182,19624,18846,18629,20984,7523
4,2,0,5,2,29367,20869,9377,16347,17263,12377,13048,14844,20701,22032,21003,26796,24073
4,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,5,4,0,0,0,90,620,351,318,66,2,1,43,57,45
4,2,0,5,5,0,49,7315,11607,9807,15259,9864,28285,16379,15890,12174,13994,4679
4,2,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,6,1,20994,22868,8700,6861,16902,16261,13181,11289,22527,16890,19116,18871,21028
4,2,0,6,2,25855,29230,20905,8812,16207,17128,12354,13035,20731,20579,21918,19889,25456
4,2,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,6,4,0,0,0,0,86,619,360,292,69,2,1,44,54
4,2,0,6,5,0,0,46,7371,11776,9918,15115,9697,22085,13895,15531,11727,13489
4,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,7,1,31862,21215,23038,8714,6876,17063,16410,13229,11373,22844,17053,19221,18952
4,2,0,7,2,33441,26004,29092,20884,8246,16212,16993,12217,13019,20645,20580,21070,18905
4,2,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,7,4,0,0,0,0,0,84,617,345,264,77,2,0,35
4,2,0,7,5,0,0,0,44,7426,11938,10028,15175,9465,22076,13560,15174,11203
4,2,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,8,1,30660,32084,21435,23002,8727,6906,17223,16542,13386,11526,23102,17193,19467
4,2,0,8,2,32196,33469,26152,28865,20862,8210,16216,16935,11904,12992,20708,19723,20608
4,2,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,8,4,0,0,0,0,0,0,81,474,322,236,71,1,3
4,2,0,8,5,0,0,0,0,41,7433,12100,10104,15191,9370,22003,13264,14692
4,2,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,9,1,35224,30742,32306,21447,22966,8721,6935,17231,16593,13482,11571,23239,17201
4,2,0,9,2,43212,32429,33497,26019,28637,20911,8173,15908,16801,11755,13032,20183,19298
4,2,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,9,4,1,0,0,0,0,0,0,56,387,300,209,73,6
4,2,0,9,5,0,0,0,0,0,39,7440,12071,10141,15308,9240,21868,13016
4,2,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,10,1,29027,35322,30823,32136,21458,22898,8715,6907,17290,16747,13622,11663,23268
4,2,0,10,2,50048,43286,32662,33136,25885,28365,20960,7891,15661,16689,11730,12916,19997
4,2,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,10,4,4,2,0,0,0,0,0,0,42,302,283,173,83
4,2,0,10,5,0,0,0,0,0,0,36,7406,12300,10262,15344,9096,21747
4,2,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,11,1,26601,29038,35420,30622,31966,21401,22829,8653,6835,17275,16756,13557,11653
4,2,0,11,2,43552,49937,43360,32337,32775,25778,28093,20631,7598,15382,16466,11522,12680
4,2,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2,0,11,4,15,4,2,0,0,0,0,0,0,32,199,262,150
4,2,0,11,5,0,0,0,0,0,0,0,42,7340,12303,10243,14955,8827
4,2,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0
