Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wells left to drill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
resid_old,resid,state,play,district_number,rrc,Reg,lookup_wls,drill_depth_ft,API,Oilvisc,Gasgrav,GOR,NGPL,NGPLET,NGPLPR,NGPLBU,NGPLIS,NGPLPP,HeatVal,CO2cont,H2Scont,N2cont,Sulfur,std_pattern_size_acres,Noilwell,Ngaswell,Ninjwell,Latnum,Latlen,PHI,Pay,PERM,SOI,SOC,SOR,SWI,BOI,VDP,OOIP,process_code,total_pattern_size_acres,resacc,PROV,Totprod,Totinj,Totconv,Totps,totpat,past_wells,lyroil,lyrgas,numacc,federal_land,project_royalty_multiplier,OP1,OP2,OP3,OP4,OP5,OP6,OP7,OP8,OP9,OP10,OP11,OP12,OP13,OP14,OP15,OP16,OP17,OP18,OP19,OP20,OP21,OP22,OP23,OP24,OP25,OP26,OP27,OP28,OP29,OP30,OP31,OP32,OP33,OP34,OP35,OP36,OP37,OP38,OP39,OP40,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,GP21,GP22,GP23,GP24,GP25,GP26,GP27,GP28,GP29,GP30,GP31,GP32,GP33,GP34,GP35,GP36,GP37,GP38,GP39,GP40,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30,CO31,CO32,CO33,CO34,CO35,CO36,CO37,CO38,CO39,CO40,WP1,WP2,WP3,WP4,WP5,WP6,WP7,WP8,WP9,WP10,WP11,WP12,WP13,WP14,WP15,WP16,WP17,WP18,WP19,WP20,WP21,WP22,WP23,WP24,WP25,WP26,WP27,WP28,WP29,WP30,WP31,WP32,WP33,WP34,WP35,WP36,WP37,WP38,WP39,WP40,WI1,WI2,WI3,WI4,WI5,WI6,WI7,WI8,WI9,WI10,WI11,WI12,WI13,WI14,WI15,WI16,WI17,WI18,WI19,WI20,WI21,WI22,WI23,WI24,WI25,WI26,WI27,WI28,WI29,WI30,WI31,WI32,WI33,WI34,WI35,WI36,WI37,WI38,WI39,WI40,II1,II2,II3,II4,II5,II6,II7,II8,II9,II10,II11,II12,II13,II14,II15,II16,II17,II18,II19,II20,II21,II22,II23,II24,II25,II26,II27,II28,II29,II30,II31,II32,II33,II34,II35,II36,II37,II38,II39,II40
EGCA1200917,EGCA120101112,CA,1201,6,-1,7,MONTEREY_CA_LOS ANGELES_FL,9000,25,19.813,0.738,671.221,20,0.003,0.453,-0.031,0.304,0.271,0,0,0,0,3.794,80,0,0,0,1,5000,19.58,27.591,1412.774,63.455,63.455,30.5,35.212,1.149,0.852,1750,12,768,2,12,0,1,0,0,10,0,0,0,1,Y,1,3.597,1.244,0.52,0.248,0.13,0.073,0.044,0.028,0.018,0.012,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.781,7.534,3.148,1.5,0.787,0.445,0.267,0.168,0.11,0.074,0.052,0.037,0.027,0.02,0.015,0.012,0.009,0.007,0.006,0.004,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGCA1201017,EGCA120101212,CA,1201,6,-1,7,MONTEREY_CA_ORANGE,9000,25,19.813,0.738,671.221,20,0.003,0.453,-0.031,0.304,0.271,0,0,0,0,3.794,80,0,0,0,1,5000,19.58,91.347,1412.774,63.455,63.455,30.5,35.212,1.149,0.852,7000,12,47040,10,12,0,1,0,0,588,0,0,0,1,N,0,3.597,1.244,0.52,0.248,0.13,0.073,0.044,0.028,0.018,0.012,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.781,7.534,3.148,1.5,0.787,0.445,0.267,0.168,0.11,0.074,0.052,0.037,0.027,0.02,0.015,0.012,0.009,0.007,0.006,0.004,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGCA1201117,EGCA120101312,CA,1201,6,-1,7,MONTEREY_CA_ORANGE_FL,9000,25,19.813,0.738,671.221,20,0.003,0.453,-0.031,0.304,0.271,0,0,0,0,3.794,80,0,0,0,1,5000,19.58,91.347,1412.774,63.455,63.455,30.5,35.212,1.149,0.852,7000,12,1152,2,12,0,1,0,0,14,0,0,0,1,Y,1,3.597,1.244,0.52,0.248,0.13,0.073,0.044,0.028,0.018,0.012,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.781,7.534,3.148,1.5,0.787,0.445,0.267,0.168,0.11,0.074,0.052,0.037,0.027,0.02,0.015,0.012,0.009,0.007,0.006,0.004,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGCA1201217,EGCA120101412,CA,1201,6,-1,7,MONTEREY_CA_ORANGE_FL_NLS,9000,25,19.813,0.738,671.221,20,0.003,0.453,-0.031,0.304,0.271,0,0,0,0,3.794,80,0,0,0,1,5000,19.58,91.347,1412.774,63.455,63.455,30.5,35.212,1.149,0.852,7000,12,384,1,12,0,1,0,0,5,0,0,0,1,Y,1,3.597,1.244,0.52,0.248,0.13,0.073,0.044,0.028,0.018,0.012,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.781,7.534,3.148,1.5,0.787,0.445,0.267,0.168,0.11,0.074,0.052,0.037,0.027,0.02,0.015,0.012,0.009,0.007,0.006,0.004,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGCA1201317,EGCA120101512,CA,1201,6,-1,7,MONTEREY_CA_SAN LUIS OBISPO,9000,25,19.813,0.738,671.221,20,0.003,0.453,-0.031,0.304,0.271,0,0,0,0,3.794,80,0,0,0,1,5000,19.58,129.184,1412.774,63.455,63.455,30.5,35.212,1.149,0.852,7000,12,15936,10,12,0,1,0,0,199,1,0,0,1,N,0,3.597,1.244,0.52,0.248,0.13,0.073,0.044,0.028,0.018,0.012,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.781,7.534,3.148,1.5,0.787,0.445,0.267,0.168,0.11,0.074,0.052,0.037,0.027,0.02,0.015,0.012,0.009,0.007,0.006,0.004,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGCA1201417,EGCA120101612,CA,1201,6,-1,7,MONTEREY_CA_SAN LUIS OBISPO_FL,9000,25,19.813,0.738,671.221,20,0.003,0.453,-0.031,0.304,0.271,0,0,0,0,3.794,80,0,0,0,1,5000,19.58,129.184,1412.774,63.455,63.455,30.5,35.212,1.149,0.852,7000,12,768,2,12,0,1,0,0,10,0,0,0,1,Y,1,3.597,1.244,0.52,0.248,0.13,0.073,0.044,0.028,0.018,0.012,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.781,7.534,3.148,1.5,0.787,0.445,0.267,0.168,0.11,0.074,0.052,0.037,0.027,0.02,0.015,0.012,0.009,0.007,0.006,0.004,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGCA1201617,EGCA120101712,CA,1201,6,-1,7,MONTEREY_CA_SANTA BARBARA_FL,9000,27,19.813,0.738,671.221,20,0.003,0.453,-0.031,0.304,0.271,0,0,0,0,3.794,80,0,0,0,1,5000,19.58,182.694,1412.774,63.455,63.455,30.5,35.212,1.149,0.852,14000.002,12,384,9,12,0,1,0,0,5,0,0,0,1,Y,1,8.11,1.34,0.262,0.059,0.015,0.004,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.441,1.23,0.241,0.054,0.014,0.004,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGCA1201817,EGCA120101812,CA,1201,6,-1,7,MONTEREY_CA_TULARE,9000,25,19.813,0.738,671.221,20,0.003,0.453,-0.031,0.304,0.271,0,0,0,0,3.794,80,0,0,0,1,5000,19.58,182.694,1412.774,63.455,63.455,30.5,35.212,1.149,0.852,14000.002,12,17920,10,12,0,1,0,0,224,0,0,0,1,N,0,3.597,1.244,0.52,0.248,0.13,0.073,0.044,0.028,0.018,0.012,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.781,7.534,3.148,1.5,0.787,0.445,0.267,0.168,0.11,0.074,0.052,0.037,0.027,0.02,0.015,0.012,0.009,0.007,0.006,0.004,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGCA1201917,EGCA120101912,CA,1201,6,-1,7,MONTEREY_CA_TULARE_FL,9000,25,19.813,0.738,671.221,20,0.003,0.453,-0.031,0.304,0.271,0,0,0,0,3.794,80,0,0,0,1,5000,19.58,182.694,1412.774,63.455,63.455,30.5,35.212,1.149,0.852,14000.002,12,3225.6,2,12,0,1,0,0,40,0,0,0,1,Y,1,3.597,1.244,0.52,0.248,0.13,0.073,0.044,0.028,0.018,0.012,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.781,7.534,3.148,1.5,0.787,0.445,0.267,0.168,0.11,0.074,0.052,0.037,0.027,0.02,0.015,0.012,0.009,0.007,0.006,0.004,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGCA1202017,EGCA120102012,CA,1201,6,-1,7,MONTEREY_CA_VENTURA,9000,25,19.813,0.738,671.221,20,0.003,0.453,-0.031,0.304,0.271,0,0,0,0,3.794,80,0,0,0,1,5000,19.58,182.694,1412.774,63.455,63.455,30.5,35.212,1.149,0.852,14000.002,12,56256,10,12,0,1,0,0,702,1,0,0,1,N,0,3.597,1.244,0.52,0.248,0.13,0.073,0.044,0.028,0.018,0.012,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.781,7.534,3.148,1.5,0.787,0.445,0.267,0.168,0.11,0.074,0.052,0.037,0.027,0.02,0.015,0.012,0.009,0.007,0.006,0.004,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGCA1202117,EGCA120102112,CA,1201,6,-1,7,MONTEREY_CA_VENTURA_FL,9000,25,19.813,0.738,671.221,20,0.003,0.453,-0.031,0.304,0.271,0,0,0,0,3.794,80,0,0,0,1,5000,19.58,182.694,1412.774,63.455,63.455,30.5,35.212,1.149,0.852,14000.002,12,192,9,12,0,1,0,0,2,0,0,0,1,Y,1,3.597,1.244,0.52,0.248,0.13,0.073,0.044,0.028,0.018,0.012,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.781,7.534,3.148,1.5,0.787,0.445,0.267,0.168,0.11,0.074,0.052,0.037,0.027,0.02,0.015,0.012,0.009,0.007,0.006,0.004,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGCA1202217,EGCA120102212,CA,1201,6,-1,7,MONTEREY_CA_VENTURA_FL_NLA,9000,25,19.813,0.738,671.221,20,0.003,0.453,-0.031,0.304,0.271,0,0,0,0,3.794,80,0,0,0,1,5000,19.58,182.694,1412.774,63.455,63.455,30.5,35.212,1.149,0.852,14000.002,12,192,2,12,0,1,0,0,2,0,0,0,1,Y,1,3.597,1.244,0.52,0.248,0.13,0.073,0.044,0.028,0.018,0.012,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.781,7.534,3.148,1.5,0.787,0.445,0.267,0.168,0.11,0.074,0.052,0.037,0.027,0.02,0.015,0.012,0.009,0.007,0.006,0.004,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EGCA1202317,EGCA120102312,CA,1201,6,-1,7,MONTEREY_CA_VENTURA_FL_NLS,9000,25,19.813,0.738,671.221,20,0.003,0.453,-0.031,0.304,0.271,0,0,0,0,3.794,80,0,0,0,1,5000,19.58,182.694,1412.774,63.455,63.455,30.5,35.212,1.149,0.852,14000.002,12,192,1,12,0,1,0,0,2,0,0,0,1,Y,1,3.597,1.244,0.52,0.248,0.13,0.073,0.044,0.028,0.018,0.012,0.009,0.006,0.004,0.003,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.781,7.534,3.148,1.5,0.787,0.445,0.267,0.168,0.11,0.074,0.052,0.037,0.027,0.02,0.015,0.012,0.009,0.007,0.006,0.004,0.004,0.003,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGCO2000822,CGCO200700114,CO,2007,7,-1,5,WILLIAMS FORK_CO_GARFIELD,8000,56,0,0,0,50,0.394,0.29,0.109,0.061,0.146,0,0,0,0,0,80,12,14,78,1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,969830,10,20,1,0,0,0,437,5774,0,0,1,N,0.8,0.608,0.253,0.162,0.119,0.095,0.078,0.067,0.058,0.052,0.047,0.042,0.039,0.036,0.033,0.031,0.029,0.027,0.026,0.024,0.023,0.022,0.021,0.02,0.019,0.018,0.018,0.017,0.016,0.016,0.015,0.014,0.013,0.012,0.011,0.01,0.009,0.008,0.007,0.006,0.006,289.85,120.471,77.241,56.969,45.156,37.41,31.937,27.862,24.711,22.2,20.153,18.452,17.016,15.787,14.724,13.795,12.976,12.249,11.6,11.015,10.487,10.007,9.569,9.168,8.799,8.459,8.144,7.852,7.579,7.326,6.837,6.186,5.597,5.065,4.583,4.147,3.752,3.395,3.072,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGCO2000922,CGCO200700214,CO,2007,7,-1,5,WILLIAMS FORK_CO_MESA,8000,53,0,0,0,50,0.394,0.29,0.109,0.061,0.146,0,0,0,0,0,80,0,0,0,1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,342327.04,10,20,1,0,0,0,3281,451,0,0,1,N,0,0.556,0.277,0.195,0.153,0.127,0.11,0.097,0.087,0.079,0.073,0.067,0.063,0.059,0.056,0.053,0.05,0.048,0.045,0.044,0.042,0.04,0.039,0.037,0.036,0.035,0.034,0.033,0.032,0.031,0.03,0.028,0.026,0.023,0.021,0.019,0.017,0.016,0.014,0.013,0.012,173.35,86.437,60.775,47.759,39.738,34.243,30.218,27.128,24.673,22.671,21.003,19.59,18.376,17.32,16.392,15.57,14.836,14.176,13.579,13.036,12.54,12.085,11.666,11.278,10.918,10.584,10.271,9.979,9.705,9.448,8.846,8.004,7.242,6.553,5.93,5.365,4.855,4.393,3.975,3.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CGCO2001122,CGCO200700314,CO,2007,7,-1,5,WILLIAMS FORK_CO_RIO BLANCO,8000,49,0,0,0,50,0.394,0.29,0.109,0.061,0.146,0,0,0,0,0,80,12,0,7,1,5000,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,596330.24,10,20,1,0,0,0,6580,50,0,0,1,N,0.5,1.785,0.697,0.369,0.228,0.154,0.111,0.084,0.065,0.052,0.043,0.036,0.03,0.026,0.023,0.02,0.017,0.015,0.014,0.012,0.011,0.01,0.009,0.008,0.008,0.007,0.007,0.006,0.006,0.005,0.005,0.005,0.004,0.004,0.004,0.004,0.003,0.003,0.003,0.003,0.003,258.224,100.889,53.435,32.973,22.327,16.095,12.139,9.474,7.594,6.22,5.186,4.388,3.759,3.256,2.847,2.51,2.229,1.992,1.791,1.618,1.469,1.34,1.227,1.127,1.039,0.961,0.892,0.829,0.773,0.722,0.676,0.635,0.597,0.562,0.53,0.501,0.474,0.449,0.426,0.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
