year,         industry,ind,census,    fuel,fuel#,      capacity,    generation, elec fuel use,       thermal,cap fact,incr. heatrt,grid share,
2007,"       Ind 1-21", 98, 11,"n.gas ",    3,     10586800.,  53788814812.,    408864294.,    215447533., 0.6020,    7601.,0.2301,
2008,"       Ind 1-21", 98, 11,"n.gas ",    3,     10172900.,  53151038689.,    392561585.,    181272961., 0.6034,    7386.,0.1994,
2009,"       Ind 1-21", 98, 11,"n.gas ",    3,     10102300.,  51792766076.,    385794993.,    178851287., 0.5875,    7449.,0.1751,
2010,"       Ind 1-21", 98, 11,"n.gas ",    3,     10133700.,  56406946509.,    422948543.,    190694529., 0.6426,    7498.,0.1968,
2011,"       Ind 1-21", 98, 11,"n.gas ",    3,      9966800.,  56543902412.,    431699880.,    203052664., 0.6537,    7635.,0.2082,
2012,"       Ind 1-21", 98, 11,"n.gas ",    3,     10870800.,  57990564439.,    465300965.,    262194738., 0.6062,    8024.,0.2121,
2013,"       Ind 1-21", 98, 11,"n.gas ",    3,     10230800.,  59604739432.,    471198584.,    218431847., 0.6671,    7905.,0.1940,
2014,"       Ind 1-21", 98, 11,"n.gas ",    3,     10202742.,  57141601579.,    448066326.,    222246282., 0.6457,    7841.,0.2036,
2015,"       Ind 1-21", 98, 11,"n.gas ",    3,     10326100.,  59808962215.,    452836520.,    268254472., 0.6695,    7571.,0.2031,
2016,"       Ind 1-21", 98, 11,"n.gas ",    3,     10888067.,  63499718231.,    378661411.,    371026326., 0.6864,    5963.,0.2265,
2017,"       Ind 1-21", 98, 11,"n.gas ",    3,     10653400.,  64091348291.,    385254327.,    402743209., 0.6876,    6011.,0.2093,
2018,"       Ind 1-21", 98, 11,"n.gas ",    3,     10673433.,  67417784056.,    411201998.,    418519672., 0.7256,    6099.,0.2245,
2019,"       Ind 1-21", 98, 11,"n.gas ",    3,     11073525.,  71119987479.,    455279268.,    412800201., 0.7495,    6402.,0.2247,
2020,"       Ind 1-21", 98, 11,"n.gas ",    3,     11203200.,  68538896764.,    452129463.,    444821195., 0.7047,    6597.,0.2411,
2021,"       Ind 1-21", 98, 11,"n.gas ",    3,     11810300.,  68058922274.,    422819204.,    454054216., 0.6766,    6213.,0.2133,
1990,"       Ind 1-21", 98, 11,"oil   ",    2,       747300.,   4173551586.,     46773245.,     80985153., 0.6375,   11207.,0.2191,
1991,"       Ind 1-21", 98, 11,"oil   ",    2,       736210.,   3994757401.,     44370069.,     75591241., 0.6194,   11107.,0.1766,
1992,"       Ind 1-21", 98, 11,"oil   ",    2,       773950.,   4725318152.,     51941795.,     84410786., 0.6970,   10992.,0.1733,
1993,"       Ind 1-21", 98, 11,"oil   ",    2,       780310.,   5435064230.,     61263165.,     92419294., 0.7951,   11272.,0.1945,
1994,"       Ind 1-21", 98, 11,"oil   ",    2,       847650.,   5365564066.,     59704435.,    100139741., 0.7226,   11127.,0.1850,
1995,"       Ind 1-21", 98, 11,"oil   ",    2,       822530.,   4718910666.,     53235664.,     84573980., 0.6549,   11281.,0.1520,
1996,"       Ind 1-21", 98, 11,"oil   ",    2,       833010.,   4672382906.,     55612641.,     94762644., 0.6403,   11902.,0.1363,
1997,"       Ind 1-21", 98, 11,"oil   ",    2,       819000.,   4485518786.,     49951978.,     84651504., 0.6252,   11136.,0.1606,
1998,"       Ind 1-21", 98, 11,"oil   ",    2,       816460.,   5071341171.,     55689081.,    101452924., 0.7091,   10981.,0.1309,
1999,"       Ind 1-21", 98, 11,"oil   ",    2,       791490.,   4963853500.,     57457804.,     92414297., 0.7159,   11575.,0.1253,
2000,"       Ind 1-21", 98, 11,"oil   ",    2,       770910.,   4427989503.,     50412900.,     78473277., 0.6557,   11385.,0.1414,
2001,"       Ind 1-21", 98, 11,"oil   ",    2,       857030.,   4080979925.,     47295817.,     71031124., 0.5436,   11589.,0.1414,
2002,"       Ind 1-21", 98, 11,"oil   ",    2,       731260.,   3398713944.,     39651468.,     59120465., 0.5306,   11667.,0.1414,
2003,"       Ind 1-21", 98, 11,"oil   ",    2,       880900.,   3786329807.,     43991103.,     67240250., 0.4907,   11618.,0.1414,
2004,"       Ind 1-21", 98, 11,"oil   ",    2,       708560.,   4353874227.,     28646128.,     80578808., 0.7111,    6579.,0.0598,
2005,"       Ind 1-21", 98, 11,"oil   ",    2,       693410.,   4242847863.,     27938148.,     77129941., 0.7063,    6585.,0.2936,
2006,"       Ind 1-21", 98, 11,"oil   ",    2,       885130.,   3313193992.,     21085977.,     55248746., 0.4294,    6364.,0.1931,
2007,"       Ind 1-21", 98, 11,"oil   ",    2,       810900.,   3325916732.,     20624579.,     56550914., 0.4735,    6201.,0.2301,
2008,"       Ind 1-21", 98, 11,"oil   ",    2,       646600.,   2543786379.,     14538235.,     28957245., 0.4659,    5715.,0.1994,
2009,"       Ind 1-21", 98, 11,"oil   ",    2,       543800.,   2357258561.,     14722628.,     35954035., 0.4979,    6246.,0.1751,
2010,"       Ind 1-21", 98, 11,"oil   ",    2,       577300.,   1843243285.,     11243857.,     27324441., 0.3679,    6100.,0.1968,
2011,"       Ind 1-21", 98, 11,"oil   ",    2,       572900.,   1553074653.,     10004603.,     22366958., 0.3105,    6442.,0.2082,
2012,"       Ind 1-21", 98, 11,"oil   ",    2,       739400.,   2593521412.,     24533213.,     20265468., 0.3999,    9459.,0.2121,
2013,"       Ind 1-21", 98, 11,"oil   ",    2,       644900.,   2018223955.,     16909489.,     21493741., 0.3690,    8378.,0.1940,
2014,"       Ind 1-21", 98, 11,"oil   ",    2,       519500.,   1387602540.,     10196754.,     19034334., 0.3081,    7348.,0.2036,
2015,"       Ind 1-21", 98, 11,"oil   ",    2,       536700.,   1107939247.,      7397924.,     16695501., 0.2369,    6677.,0.2031,
2016,"       Ind 1-21", 98, 11,"oil   ",    2,       548800.,    894408646.,      6180037.,     15913395., 0.1882,    6910.,0.2265,
2017,"       Ind 1-21", 98, 11,"oil   ",    2,       610100.,    862540050.,      6035631.,     14567575., 0.1818,    6998.,0.2093,
2018,"       Ind 1-21", 98, 11,"oil   ",    2,       430400.,    798113567.,      5391237.,     14317405., 0.2140,    6755.,0.2245,
2019,"       Ind 1-21", 98, 11,"oil   ",    2,       497700.,    607218387.,      4528543.,     11081303., 0.1675,    7458.,0.2247,
2020,"       Ind 1-21", 98, 11,"oil   ",    2,       365800.,    579663767.,      4488534.,     10800375., 0.1804,    7743.,0.2411,
2021,"       Ind 1-21", 98, 11,"oil   ",    2,       370400.,    482722975.,      3948326.,      9577124., 0.1515,    8179.,0.2133,
1990,"       Ind 1-21", 98, 11,"other ",   10,       708590.,   4144719835.,     46150763.,     49408017., 0.6677,   11135.,0.2191,
1991,"       Ind 1-21", 98, 11,"other ",   10,       705890.,   5064022428.,     66582544.,     60054846., 0.8189,   13148.,0.1766,
1992,"       Ind 1-21", 98, 11,"other ",   10,       752590.,   3934659864.,     48674018.,     55508668., 0.5968,   12371.,0.1733,
1993,"       Ind 1-21", 98, 11,"other ",   10,       755590.,   3859709996.,     43740693.,     58380822., 0.5831,   11333.,0.1945,
1994,"       Ind 1-21", 98, 11,"other ",   10,       765390.,   4061996029.,     47800319.,     58462963., 0.6058,   11768.,0.1850,
1995,"       Ind 1-21", 98, 11,"other ",   10,       778990.,   4484513698.,     48658179.,     60696579., 0.6572,   10850.,0.1520,
1996,"       Ind 1-21", 98, 11,"other ",   10,       816990.,   3949367097.,     43166900.,     57451931., 0.5518,   10930.,0.1363,
1997,"       Ind 1-21", 98, 11,"other ",   10,       783990.,   4098161616.,     44982035.,     68879595., 0.5967,   10976.,0.1606,
1998,"       Ind 1-21", 98, 11,"other ",   10,       827990.,   4069423891.,     44835604.,     65324946., 0.5611,   11018.,0.1309,
1999,"       Ind 1-21", 98, 11,"other ",   10,       869490.,   4378428905.,     45761676.,     61825461., 0.5748,   10452.,0.1253,
2000,"       Ind 1-21", 98, 11,"other ",   10,       849990.,   5294640126.,     52318730.,     66564320., 0.7111,    9881.,0.1414,
2001,"       Ind 1-21", 98, 11,"other ",   10,       811590.,   5088928580.,     48975455.,     60946001., 0.7158,    9624.,0.1414,
2002,"       Ind 1-21", 98, 11,"other ",   10,       790290.,   3863094225.,     38874420.,     48930855., 0.5580,   10063.,0.1414,
2003,"       Ind 1-21", 98, 11,"other ",   10,      1072610.,   5055678437.,     49670622.,     63088020., 0.5381,    9825.,0.1414,
2004,"       Ind 1-21", 98, 11,"other ",   10,       630470.,   5374107542.,     42373653.,     35326478., 0.9817,    7885.,0.0598,
2005,"       Ind 1-21", 98, 11,"other ",   10,       771780.,   5185975437.,     45830454.,     38060856., 0.7922,    8837.,0.2936,
2006,"       Ind 1-21", 98, 11,"other ",   10,       816890.,   4960578204.,     34270108.,     40586557., 0.7138,    6908.,0.1931,
2007,"       Ind 1-21", 98, 11,"other ",   10,       571000.,   2594643290.,     19150198.,     43227827., 0.5386,    7381.,0.2301,
2008,"       Ind 1-21", 98, 11,"other ",   10,       618900.,   2484990876.,     20690160.,     23910479., 0.4593,    8326.,0.1994,
2009,"       Ind 1-21", 98, 11,"other ",   10,       565400.,   2754265382.,     23138400.,     33644159., 0.5601,    8401.,0.1751,
2010,"       Ind 1-21", 98, 11,"other ",   10,       412400.,   3463170751.,     33129766.,     37040239., 0.9597,    9566.,0.1968,
2011,"       Ind 1-21", 98, 11,"other ",   10,       414900.,   3567418426.,     31971682.,     35992098., 0.9845,    8962.,0.2082,
2012,"       Ind 1-21", 98, 11,"other ",   10,       538000.,   3327281479.,     30292024.,     30846228., 0.7053,    9104.,0.2121,
2013,"       Ind 1-21", 98, 11,"other ",   10,       508208.,   3340128564.,     27410644.,     33910342., 0.7608,    8206.,0.1940,
2014,"       Ind 1-21", 98, 11,"other ",   10,       673025.,   3004272168.,     28558537.,     29501495., 0.5622,    9506.,0.2036,
2015,"       Ind 1-21", 98, 11,"other ",   10,       417000.,   2458140246.,     23564243.,     29431180., 0.6943,    9586.,0.2031,
2016,"       Ind 1-21", 98, 11,"other ",   10,       479100.,   2309148121.,     19144701.,     28617180., 0.6491,    8291.,0.2265,
2017,"       Ind 1-21", 98, 11,"other ",   10,       440900.,   2085432386.,     16812909.,     26275526., 0.5643,    8062.,0.2093,
2018,"       Ind 1-21", 98, 11,"other ",   10,       400600.,   1935815088.,     15401205.,     26238074., 0.5557,    7956.,0.2245,
2019,"       Ind 1-21", 98, 11,"other ",   10,       400800.,   1724853112.,     13476844.,     21153668., 0.4920,    7813.,0.2247,
2020,"       Ind 1-21", 98, 11,"other ",   10,       635800.,   2284650195.,     17984112.,     22721699., 0.4846,    7872.,0.2411,
2021,"       Ind 1-21", 98, 11,"other ",   10,       380800.,   1603113158.,     12069881.,     24227819., 0.4831,    7529.,0.2133,
1990,"       Ind 1-21", 98, 11,"othgas",    9,       701460.,   4428188342.,     60430786.,     62140783., 0.7206,   13647.,0.2191,
1991,"       Ind 1-21", 98, 11,"othgas",    9,       701460.,   4732872019.,     64149110.,     56561128., 0.7702,   13554.,0.1766,
1992,"       Ind 1-21", 98, 11,"othgas",    9,       734460.,   5459708264.,     66752835.,     65105951., 0.8486,   12226.,0.1733,
1993,"       Ind 1-21", 98, 11,"othgas",    9,       739660.,   5362113091.,     65481269.,     65996136., 0.8276,   12212.,0.1945,
1994,"       Ind 1-21", 98, 11,"othgas",    9,       739660.,   5169335937.,     60933082.,     61222671., 0.7978,   11787.,0.1850,
1995,"       Ind 1-21", 98, 11,"othgas",    9,       759660.,   5024040118.,     59664995.,     63543303., 0.7550,   11876.,0.1520,
1996,"       Ind 1-21", 98, 11,"othgas",    9,       831740.,   5334067698.,     80776305.,     68796499., 0.7321,   15143.,0.1363,
1997,"       Ind 1-21", 98, 11,"othgas",    9,       963540.,   5309887047.,     53914059.,     67524079., 0.6291,   10154.,0.1606,
1998,"       Ind 1-21", 98, 11,"othgas",    9,      1051540.,   4617998530.,     46455682.,     64617098., 0.5013,   10060.,0.1309,
1999,"       Ind 1-21", 98, 11,"othgas",    9,      1051540.,   6227412314.,     62613236.,     72483725., 0.6760,   10054.,0.1253,
2000,"       Ind 1-21", 98, 11,"othgas",    9,      1098040.,   5871518911.,     58662437.,     76012139., 0.6104,    9991.,0.1414,
2001,"       Ind 1-21", 98, 11,"othgas",    9,      1097820.,   4681635347.,     46376125.,     72287708., 0.4868,    9906.,0.1414,
2002,"       Ind 1-21", 98, 11,"othgas",    9,      1080880.,   4894390789.,     48285778.,     65986169., 0.5169,    9866.,0.1414,
2003,"       Ind 1-21", 98, 11,"othgas",    9,      1481390.,   6466710646.,     63501988.,     71962034., 0.4983,    9820.,0.1414,
2004,"       Ind 1-21", 98, 11,"othgas",    9,       883380.,   6148661222.,     70520174.,     39233551., 0.7977,   11469.,0.0598,
2005,"       Ind 1-21", 98, 11,"othgas",    9,       796570.,   4798811662.,     48287730.,     39578436., 0.6877,   10062.,0.2936,
2006,"       Ind 1-21", 98, 11,"othgas",    9,       857870.,   4726721176.,     46876287.,     45858337., 0.6290,    9917.,0.1931,
2007,"       Ind 1-21", 98, 11,"othgas",    9,      1167800.,   6911628898.,     68987277.,     41156196., 0.6756,    9981.,0.2301,
2008,"       Ind 1-21", 98, 11,"othgas",    9,      1037200.,   6158594144.,     60736946.,     43260166., 0.6865,    9862.,0.1994,
2009,"       Ind 1-21", 98, 11,"othgas",    9,      1046100.,   5365919243.,     52128451.,     28705791., 0.6287,    9715.,0.1751,
2010,"       Ind 1-21", 98, 11,"othgas",    9,      1159800.,   6724571615.,     65356973.,     36584800., 0.6635,    9719.,0.1968,
2011,"       Ind 1-21", 98, 11,"othgas",    9,      1176300.,   6885096063.,     67533850.,     40151127., 0.6692,    9809.,0.2082,
2012,"       Ind 1-21", 98, 11,"othgas",    9,      1428100.,   6830372573.,     69078700.,     41699850., 0.5805,   10113.,0.2121,
2013,"       Ind 1-21", 98, 11,"othgas",    9,      1453717.,   7905276118.,     75582754.,     52991978., 0.6235,    9561.,0.1940,
2014,"       Ind 1-21", 98, 11,"othgas",    9,      1481483.,   7095477459.,     67747372.,     57522937., 0.5499,    9548.,0.2036,
2015,"       Ind 1-21", 98, 11,"othgas",    9,      1568700.,   7613319952.,     67466087.,     50157340., 0.5541,    8862.,0.2031,
2016,"       Ind 1-21", 98, 11,"othgas",    9,      1528400.,   7054653273.,     51025058.,     55157762., 0.5339,    7233.,0.2265,
2017,"       Ind 1-21", 98, 11,"othgas",    9,      1448500.,   6139677387.,     44839219.,     55022405., 0.4858,    7303.,0.2093,
2018,"       Ind 1-21", 98, 11,"othgas",    9,      1628000.,   7118097315.,     51985561.,     71537387., 0.4997,    7303.,0.2245,
2019,"       Ind 1-21", 98, 11,"othgas",    9,      1627400.,   6386678505.,     46591228.,     52232926., 0.4558,    7295.,0.2247,
2020,"       Ind 1-21", 98, 11,"othgas",    9,      1567500.,   6193771619.,     45024158.,     47962001., 0.4510,    7269.,0.2411,
2021,"       Ind 1-21", 98, 11,"othgas",    9,      1500300.,   5920658035.,     42120906.,     48337112., 0.4524,    7114.,0.2133,
1990,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.2191,
1991,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.1766,
1992,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.1733,
1993,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.1945,
1994,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.1850,
1995,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.1520,
1996,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.1363,
1997,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.1606,
1998,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.1309,
1999,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.1253,
2000,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.1414,
2001,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.1414,
2002,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.1414,
2003,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.1414,
2004,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.0598,
2005,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.2936,
2006,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.1931,
2007,"       Ind 1-21", 98, 11,"sol PV",    8,            0.,            0.,            0.,            0., 0.0000,       0.,0.2301,
2008,"       Ind 1-21", 98, 11,"sol PV",    8,         1000.,            0.,            0.,            0., 0.0000,       0.,0.1994,
2009,"       Ind 1-21", 98, 11,"sol PV",    8,         1000.,            0.,            0.,            0., 0.0000,       0.,0.1751,
