MNUMYR,MNUMNR,MNUMYRVIN,M3,GDS_Vintage45V
59,20,36,1,0.0107
59,20,36,2,0.018
59,20,36,3,0.001
59,20,37,1,0.1743
59,20,37,3,0.0009
59,20,38,3,0.0009
59,20,39,1,0.168
59,20,39,3,0.0009
59,20,40,1,0.2464
59,20,40,3,0.0034
59,20,41,2,0.1668
59,20,41,3,0.0035
59,20,42,1,0.1448
59,20,42,2,0.0296
59,20,42,3,0.0035
59,20,43,1,0.0047
59,20,43,2,0.0472
59,20,43,3,0.0035
59,20,44,1,0.0024
59,20,44,2,0.0604
59,20,44,3,0.0067
59,20,45,3,0.0045
59,20,46,3,0.0035
59,20,47,2,0.0002
59,20,47,3,0.0035
59,20,48,3,0.0035
59,20,49,3,0.0033
59,20,50,3,0.0063
59,20,51,3,0.0032
59,20,52,2,0.019
59,20,52,3,0.0044
59,20,53,2,0.0278
59,20,53,3,0.005
59,20,54,2,0.0027
59,20,54,3,0.0085
59,20,55,2,0.0128
59,20,55,3,0.0066
59,20,56,2,0.0223
59,20,56,3,0.0078
59,20,57,2,0.0161
59,20,57,3,0.0066
59,20,58,2,0.0052
59,20,58,3,0.0066
59,20,59,1,0.0067
59,20,59,2,0.248
59,20,59,3,0.0391
59,21,34,1,0.0157
59,21,34,2,0.017
59,21,34,3,0.0002
59,21,35,1,0.014
59,21,35,2,0.0385
59,21,35,3,0.0004
59,21,36,1,0.0216
59,21,36,2,0.0038
59,21,36,3,0.0003
59,21,37,3,0.0002
59,21,38,2,0.0096
59,21,38,3,0.0002
59,21,39,1,0.0998
59,21,39,2,0.0475
59,21,39,3,0.0002
59,21,40,2,0.1278
59,21,40,3,0.0002
59,21,41,1,0.2542
59,21,41,2,0.0386
59,21,41,3,0.0002
59,21,42,2,0.0688
59,21,42,3,0.0026
59,21,43,1,0.037
59,21,43,2,0.0484
59,21,43,3,0.0026
59,21,44,1,0.0241
59,21,44,2,0.1087
59,21,44,3,0.0025
59,21,45,3,0.0026
59,21,46,3,0.0026
59,21,47,1,0.1041
59,21,47,2,0.1452
59,21,47,3,0.0026
59,21,48,3,0.0026
59,21,49,3,0.0025
59,21,50,1,0.0336
59,21,50,2,0.0199
59,21,50,3,0.0083
59,21,51,3,0.0098
59,21,52,3,0.0081
59,21,53,1,0.0174
59,21,53,2,0.0284
59,21,53,3,0.006
59,21,54,1,0.0062
59,21,54,2,0.0099
59,21,54,3,0.0081
59,21,55,1,0.0182
59,21,55,2,0.0188
59,21,55,3,0.0083
59,21,56,1,0.006
59,21,56,2,0.0039
59,21,56,3,0.0075
59,21,57,1,0.0136
59,21,57,2,0.007
59,21,57,3,0.007
59,21,58,3,0.007
59,21,59,1,0.099
59,21,59,2,0.1348
59,21,59,3,0.0167
59,22,34,2,0.0423
59,22,34,3,0.0016
59,22,35,1,0.004
59,22,35,2,0.0362
59,22,35,3,0.0015
59,22,36,1,0.0023
59,22,36,2,0.0501
59,22,36,3,0.0008
59,22,37,3,0.0007
59,22,38,3,0.0085
59,22,39,3,0.0085
59,22,40,3,0.0085
59,22,41,1,0.2545
59,22,41,3,0.0085
59,22,42,2,0.1327
59,22,42,3,0.0086
59,22,43,1,0.0132
59,22,43,2,0.076
59,22,43,3,0.0086
59,22,44,3,0.0084
59,22,45,1,0.0125
59,22,45,2,0.0366
59,22,45,3,0.0164
59,22,46,1,0.0368
59,22,46,2,0.0782
59,22,46,3,0.0164
59,22,47,3,0.0164
59,22,48,1,0.0657
59,22,48,2,0.0528
59,22,48,3,0.0165
59,22,49,1,0.0448
59,22,49,2,0.0205
59,22,49,3,0.0162
59,22,50,3,0.0162
59,22,51,3,0.0162
59,22,52,3,0.0162
59,22,53,1,0.0029
59,22,53,3,0.0163
59,22,54,1,0.0156
59,22,54,3,0.016
59,22,55,3,0.0157
59,22,56,3,0.0081
59,22,57,3,0.0082
59,22,58,3,0.0063
59,22,59,2,0.2194
59,22,59,3,0
59,23,34,1,0.0096
59,23,34,2,0.0213
59,23,34,3,0.0006
59,23,35,1,0.0173
59,23,35,2,0.0077
59,23,35,3,0.0002
59,23,36,1,0.0199
59,23,36,2,0.0234
59,23,36,3,0.0001
59,23,37,3,0.0001
59,23,38,3,0.0001
59,23,39,3,0.0001
59,23,40,3,0.0001
59,23,41,1,0.0998
59,23,41,3,0.0001
59,23,42,3,0.0008
59,23,43,1,0.1182
59,23,43,2,0.0071
59,23,43,3,0.0014
59,23,44,3,0.0017
59,23,45,1,0.0982
59,23,45,2,0.0589
59,23,45,3,0.0016
59,23,46,3,0.0008
59,23,47,1,0.0347
59,23,47,2,0.0437
59,23,47,3,0.0008
59,23,48,1,0.0756
59,23,48,2,0.0646
59,23,48,3,0.0008
59,23,49,3,0.0007
59,23,50,1,0.0405
59,23,50,2,0.0231
59,23,50,3,0.0003
59,23,51,3,0.0001
59,23,52,3,0.0001
59,23,53,3,0.0001
59,23,54,3,0
59,23,55,1,0.0323
59,23,55,2,0.0464
59,23,55,3,0
59,23,56,1,0.005
59,23,56,2,0.0064
59,23,56,3,0
59,23,57,1,0.028
59,23,57,2,0.039
59,23,57,3,0
59,23,58,1,0.0317
59,23,58,2,0.0467
59,23,58,3,0.0007
59,23,59,1,0.1306
59,23,59,2,0.5743
59,23,59,3,0.0041
59,24,34,1,0.0246
59,24,34,2,0.2425
59,24,35,1,0.0124
59,24,35,2,0.1956
59,24,35,3,0.0042
59,24,36,1,0.0311
59,24,36,2,0.0381
59,24,36,3,0.005
59,24,37,1,0.0696
59,24,37,3,0.0043
59,24,38,1,0.1375
59,24,38,3,0.0041
59,24,39,1,0.1616
59,24,39,3,0.0042
59,24,40,1,0.1535
59,24,40,2,0.3518
59,24,40,3,0.0044
59,24,41,1,0.0285
59,24,41,3,0.0045
59,24,42,1,0.019
59,24,42,3,0.0047
59,24,43,1,0.0161
59,24,43,2,0.0288
59,24,43,3,0.0048
59,24,44,3,0.0039
59,24,45,3,0.0078
59,24,46,3,0.0046
59,24,47,3,0.0047
59,24,48,3,0.005
59,24,49,3,0.0034
59,24,50,3,0.0034
59,24,51,3,0.0035
59,24,52,3,0.0035
59,24,53,3,0.0037
59,24,54,3,0.0019
59,24,55,3,0.0019
59,24,56,3,0.002
59,24,57,3,0.002
59,24,58,3,0.002
59,24,59,1,0.0309
59,24,59,3,0
59,25,34,2,0.1069
59,25,34,3,0.0072
59,25,35,1,0.0286
59,25,35,2,0.0416
59,25,35,3,0.005
59,25,36,1,0.0004
59,25,36,2,0.0703
59,25,36,3,0.0004
59,25,37,3,0.0003
59,25,38,1,0.1359
59,25,38,3,0.0003
59,25,39,1,0.2529
59,25,39,3,0.0003
59,25,40,1,0.147
59,25,40,3,0.0003
59,25,41,3,0.0004
59,25,42,3,0.0004
59,25,43,3,0.0004
59,25,44,1,0.1067
59,25,44,2,0.231
59,25,44,3,0.0003
59,25,45,1,0.0022
59,25,45,2,0.203
59,25,45,3,0.0003
59,25,46,2,0.0875
59,25,46,3,0.0111
59,25,47,2,0.0148
59,25,47,3,0.0111
59,25,48,3,0.0111
59,25,49,3,0.011
59,25,50,3,0.0095
59,25,51,3,0.0037
59,25,52,3,0.0038
59,25,53,3,0.0038
59,25,54,2,0.0018
59,25,54,3,0.0022
59,25,55,2,0.0311
59,25,55,3,0.0002
59,25,56,2,0.0219
59,25,56,3,0.0074
59,25,57,2,0.031
59,25,57,3,0.0074
59,25,58,2,0.0339
59,25,58,3,0.0048
59,25,59,1,0.0974
59,25,59,3,0
60,1,34,1,0.0438
60,1,34,2,0.0902
60,1,35,1,0.0204
60,1,35,2,0.2318
60,1,35,3,0.0013
60,1,36,1,0.008
60,1,36,2,0.1435
60,1,36,3,0.0015
60,1,37,3,0.0013
60,1,38,3,0.0012
60,1,39,3,0.0013
60,1,40,2,0.0134
60,1,40,3,0.0013
60,1,41,1,0.0281
60,1,41,2,0.1034
60,1,41,3,0.0014
60,1,42,1,0.1626
60,1,42,2,0.0907
60,1,42,3,0.0014
60,1,43,1,0.0084
60,1,43,2,0.011
60,1,43,3,0.0015
60,1,44,1,0.0177
60,1,44,2,0.0228
60,1,44,3,0.0012
60,1,45,1,0.014
60,1,45,2,0.0163
60,1,45,3,0.0013
60,1,46,1,0.0251
60,1,46,2,0.0147
60,1,46,3,0.0014
60,1,47,1,0.0137
60,1,47,2,0.0131
60,1,47,3,0.0014
60,1,48,3,0.0015
60,1,49,1,0.0011
60,1,49,2,0.0023
60,1,49,3,0.001
60,1,50,3,0.001
60,1,51,3,0.0011
60,1,52,1,0.002
60,1,52,2,0.0037
60,1,52,3,0.0011
60,1,53,1,0.0054
60,1,53,2,0.0077
60,1,53,3,0.0011
60,1,54,1,0.0076
60,1,54,2,0.0123
60,1,54,3,0.0006
60,1,55,1,0.0058
60,1,55,2,0.0108
60,1,55,3,0.0006
60,1,56,1,0.0024
60,1,56,2,0.0034
60,1,56,3,0.0006
60,1,57,1,0.0055
60,1,57,2,0.0074
60,1,57,3,0.0006
60,1,58,1,0.0034
60,1,58,2,0.0063
60,1,58,3,0.0006
60,1,59,1,0.0048
60,1,59,2,0.0089
60,1,60,2,0.0178
60,1,60,3,0
60,2,34,2,0.0218
60,2,35,2,0.0229
60,2,35,3,0.0015
60,2,36,2,0.0125
60,2,36,3,0.0018
60,2,37,2,0.0059
60,2,37,3,0.0015
60,2,38,2,0.1036
60,2,38,3,0.0015
60,2,39,2,0.1299
60,2,39,3,0.0015
60,2,40,2,0.1154
60,2,40,3,0.0016
60,2,41,2,0.0291
60,2,41,3,0.0016
60,2,42,3,0.0017
60,2,43,2,0.0077
60,2,43,3,0.0017
60,2,44,2,0.0336
60,2,44,3,0.0014
60,2,45,2,0.1333
60,2,45,3,0.0015
60,2,46,2,0.0862
60,2,46,3,0.0016
60,2,47,2,0.0051
60,2,47,3,0.0017
60,2,48,2,0.0906
60,2,48,3,0.0018
60,2,49,3,0.0012
60,2,50,2,0.0287
60,2,50,3,0.0012
60,2,51,2,0.0694
60,2,51,3,0.0012
60,2,52,3,0.0012
60,2,53,2,0.101
60,2,53,3,0.0013
60,2,54,2,0.0582
60,2,54,3,0.0007
60,2,55,3,0.0007
60,2,56,3,0.0007
60,2,57,2,0.1091
60,2,57,3,0.0007
60,2,58,2,0.0128
60,2,58,3,0.0007
60,2,59,2,0.0496
60,2,60,3,0
60,3,34,1,0.0128
60,3,34,2,0.1892
60,3,35,1,0.0138
60,3,35,2,0.1753
60,3,35,3,0.0022
60,3,36,1,0.019
60,3,36,3,0.0012
60,3,37,1,0.0358
60,3,37,3,0.0011
60,3,38,1,0.0927
60,3,38,3,0.001
60,3,39,3,0.001
60,3,40,1,0.1234
60,3,40,3,0.0011
60,3,41,1,0.2249
60,3,41,3,0.0011
60,3,42,1,0.0663
60,3,42,3,0.0012
60,3,43,3,0.0012
60,3,44,3,0.001
60,3,45,3,0.0011
60,3,46,3,0.0011
60,3,47,3,0.0012
60,3,48,3,0.0012
60,3,49,3,0.0008
60,3,50,3,0.0008
60,3,51,3,0.0009
60,3,52,3,0.0009
60,3,53,3,0.0009
60,3,54,3,0.0005
60,3,55,3,0.0005
60,3,56,3,0.0005
60,3,57,3,0.0005
60,3,58,3,0.0005
60,3,59,1,0.0054
60,3,59,2,0.0364
60,3,60,1,0.0043
60,3,60,2,0.0946
60,3,60,3,0
60,4,34,1,0.0145
60,4,34,2,0.0805
60,4,35,1,0.0059
60,4,35,2,0.2642
60,4,35,3,0.0033
60,4,36,1,0.0093
60,4,36,2,0.1089
60,4,36,3,0.0095
60,4,37,3,0.0034
60,4,38,3,0.0032
60,4,39,1,0.0556
60,4,39,3,0.0033
60,4,40,1,0.048
60,4,40,3,0.0035
60,4,41,1,0.1497
60,4,41,3,0.0036
60,4,42,1,0.1733
60,4,42,3,0.0037
60,4,43,1,0.1058
60,4,43,2,0.2565
60,4,43,3,0.0038
60,4,44,1,0.086
60,4,44,2,0.1715
60,4,44,3,0.0031
60,4,45,1,0.1549
60,4,45,3,0.0034
60,4,46,1,0.0166
60,4,46,3,0.0036
60,4,47,3,0.0037
60,4,48,3,0.0039
60,4,49,3,0.0027
60,4,50,3,0.0027
60,4,51,1,0.0013
60,4,51,3,0.0028
60,4,52,1,0.0059
60,4,52,3,0.0028
60,4,53,1,0.0066
60,4,53,3,0.0029
60,4,54,1,0.0056
60,4,54,3,0.0015
60,4,55,1,0.0072
60,4,55,3,0.0509
60,4,56,1,0.0081
60,4,56,3,0.0016
60,4,57,1,0.0084
60,4,57,3,0.0016
60,4,58,1,0.0088
60,4,58,3,0.0016
60,4,59,1,0.0084
60,4,60,1,0.0113
60,4,60,3,0
60,5,34,1,0.027
60,5,34,2,0.0273
60,5,35,2,0.0238
60,5,35,3,0.0006
60,5,36,2,0.09
60,5,36,3,0.0008
60,5,37,1,0.0773
60,5,37,3,0.0006
60,5,38,1,0.0696
60,5,38,3,0.0006
60,5,39,2,0.0373
60,5,39,3,0.0006
60,5,40,2,0.6462
60,5,40,3,0.0007
60,5,41,1,0.1701
60,5,41,3,0.0007
60,5,42,1,0.1555
60,5,42,3,0.0007
60,5,43,1,0.1957
60,5,43,3,0.0007
60,5,44,1,0.074
60,5,44,2,0.0023
60,5,44,3,0.0006
60,5,45,1,0.0025
60,5,45,3,0.0007
60,5,46,3,0.0007
60,5,47,1,0.0025
60,5,47,3,0.0007
60,5,48,1,0.0058
60,5,48,2,0.0044
60,5,48,3,0.0008
60,5,49,1,0.0053
60,5,49,2,0.0056
60,5,49,3,0.0005
60,5,50,1,0.005
60,5,50,2,0.0148
60,5,50,3,0.0005
60,5,51,2,0.013
60,5,51,3,0.0005
60,5,52,1,0.0028
60,5,52,2,0.0095
60,5,52,3,0.0005
60,5,53,1,0.0033
60,5,53,2,0.0112
60,5,53,3,0.0006
60,5,54,2,0.0101
60,5,54,3,0.0003
60,5,55,1,0.0033
60,5,55,2,0.0155
60,5,55,3,0.0003
60,5,56,1,0.0042
60,5,56,2,0.0266
60,5,56,3,0.0003
60,5,57,1,0.0028
60,5,57,2,0.0168
60,5,57,3,0.0003
60,5,58,1,0.0022
60,5,58,2,0.0181
60,5,58,3,0.0003
60,5,59,1,0.0026
60,5,59,2,0.0253
60,5,60,1,0.0309
60,5,60,3,0
60,6,34,2,0.0166
60,6,35,1,0.153
60,6,35,2,0.0213
60,6,35,3,0.0019
60,6,36,2,0.0124
60,6,36,3,0.0022
60,6,37,1,0.2674
60,6,37,3,0.0019
60,6,38,2,0.0842
60,6,38,3,0.0018
60,6,39,2,0.0397
60,6,39,3,0.0019
60,6,40,2,0.0791
60,6,40,3,0.002
60,6,41,2,0.0974
60,6,41,3,0.002
60,6,42,2,0.1049
60,6,42,3,0.0021
60,6,43,3,0.0022
60,6,44,2,0.1379
60,6,44,3,0.0017
60,6,45,3,0.0019
60,6,46,1,0.0255
60,6,46,2,0.0127
60,6,46,3,0.002
60,6,47,1,0.1061
60,6,47,2,0.091
60,6,47,3,0.0021
60,6,48,3,0.0022
60,6,49,3,0.0015
60,6,50,1,0.0334
60,6,50,2,0.0257
60,6,50,3,0.0015
60,6,51,1,0.0239
60,6,51,2,0.0256
60,6,51,3,0.0016
60,6,52,1,0.0206
60,6,52,2,0.0174
60,6,52,3,0.0016
60,6,53,1,0.0775
60,6,53,2,0.0737
60,6,53,3,0.0016
60,6,54,3,0.0009
60,6,55,3,0.0009
60,6,56,1,0.0947
60,6,56,2,0.1342
60,6,56,3,0.0009
60,6,57,3,0.0009
60,6,58,3,0.0009
60,6,60,1,0.1979
60,6,60,2,0.0198
60,6,60,3,0
60,7,34,2,0.0723
60,7,34,3,0.0007
60,7,35,1,0.0371
60,7,35,2,0.1053
60,7,35,3,0.0001
60,7,36,1,0.0332
60,7,36,2,0.0623
60,7,36,3,0.0001
60,7,37,1,0.0285
60,7,37,3,0.0001
60,7,38,1,0.0625
60,7,38,3,0.0001
60,7,39,3,0.0001
60,7,40,1,0.0397
60,7,40,3,0.0001
60,7,41,1,0.0557
60,7,41,3,0.0001
60,7,42,1,0.0911
60,7,42,3,0.0001
60,7,43,3,0.0001
60,7,44,3,0.0001
60,7,45,1,0.0386
60,7,45,3,0.0001
60,7,46,1,0.3616
60,7,46,3,0.0001
60,7,47,3,0.0001
60,7,48,3,0.0001
60,7,49,3,0.0001
60,7,50,3,0.0001
60,7,51,1,0.0759
60,7,51,2,0.0353
60,7,51,3,0.0001
60,7,52,3,0.0001
60,7,53,3,0.0001
60,7,54,3,0
60,7,55,3,0
60,7,56,3,0
60,7,57,3,0
60,7,58,3,0
60,7,60,1,0.1041
60,7,60,2,0.0596
60,7,60,3,0
60,8,34,1,0.0581
60,8,35,2,0.0003
60,8,35,3,0.0556
60,8,36,2,0.0092
60,8,41,1,0.1752
60,8,46,1,0.7229
60,8,49,2,0.2869
60,8,50,2,0.4099
60,8,60,2,0.2175
60,9,34,1,0.0527
60,9,34,2,0.0928
60,9,35,1,0.0119
60,9,35,2,0.2298
60,9,35,3,0.0024
60,9,36,1,0.0423
60,9,36,2,0.3331
60,9,36,3,0
60,9,37,1,0.0277
60,9,37,3,0
60,9,38,3,0
60,9,39,3,0
60,9,40,3,0
60,9,41,3,0
60,9,42,1,0.0018
60,9,42,3,0
60,9,43,1,0.0003
60,9,43,3,0
60,9,44,3,0
60,9,45,1,0.0333
60,9,45,3,0
60,9,46,3,0
60,9,47,3,0
60,9,48,1,0.0557
60,9,48,3,0
60,9,49,1,0.179
60,9,49,3,0
60,9,50,1,0.2748
60,9,50,3,0
60,9,51,1,0.0996
60,9,51,2,0.0175
60,9,51,3,0
60,9,52,3,0
60,9,53,3,0
60,9,54,3,0
60,9,55,3,0
60,9,56,3,0
60,9,57,3,0
60,9,58,1,0.0227
60,9,58,3,0
60,9,59,1,0.0691
60,9,59,2,0.006
60,9,60,2,0.0166
60,9,60,3,0
60,10,34,1,0.0044
60,10,34,2,0.0062
60,10,35,1,0.0609
60,10,35,2,0.0088
60,10,35,3,0.0004
60,10,36,2,0.1878
60,10,36,3,0.0004
60,10,37,3,0.0004
60,10,38,3,0.0004
60,10,39,1,0.0552
60,10,39,3,0.0004
60,10,40,3,0.0004
60,10,41,1,0.1605
60,10,41,3,0.0004
60,10,42,1,0.2306
60,10,42,3,0.0004
60,10,43,3,0.0004
60,10,44,1,0.0221
60,10,44,2,0.0074
60,10,44,3,0.0003
60,10,45,1,0.0604
60,10,45,2,0.0049
60,10,45,3,0.0004
60,10,46,1,0.0802
60,10,46,3,0.0004
60,10,47,1,0.0289
60,10,47,2,0.0124
60,10,47,3,0.0004
60,10,48,1,0.174
60,10,48,2,0.0729
60,10,48,3,0.0004
60,10,49,1,0.0111
60,10,49,2,0.1221
60,10,49,3,0.0003
60,10,50,1,0.0108
60,10,50,2,0.114
60,10,50,3,0.0003
60,10,51,3,0.0003
60,10,52,3,0.0003
60,10,53,3,0.0003
60,10,54,1,0.0155
60,10,54,2,0.1763
60,10,54,3,0.0002
60,10,55,3,0.0002
60,10,56,2,0.0796
60,10,56,3,0.0002
60,10,57,2,0.0296
60,10,57,3,0.0002
60,10,58,2,0.1581
60,10,58,3,0.0002
60,10,60,1,0.0235
60,10,60,3,0
60,11,34,1,0.0001
60,11,34,2,0.0431
60,11,35,2,0.1155
60,11,35,3,0.0022
60,11,36,1,0.005
60,11,36,2,0.0691
60,11,36,3,0.002
60,11,37,1,0.0719
60,11,37,3,0.0017
60,11,38,1,0.0132
60,11,38,3,0.0017
60,11,39,1,0.1381
60,11,39,3,0.0017
60,11,40,3,0.0018
60,11,41,3,0.0018
60,11,42,1,0.3384
60,11,42,3,0.0019
60,11,43,1,0.1916
60,11,43,2,0.1095
60,11,43,3,0.002
60,11,44,1,0.1215
60,11,44,2,0.0023
60,11,44,3,0.0016
60,11,45,2,0.1024
60,11,45,3,0.0018
60,11,46,1,0.0041
60,11,46,2,0.3676
60,11,46,3,0.0019
60,11,47,2,0.2016
60,11,47,3,0.0019
60,11,48,3,0.002
60,11,49,3,0.0014
60,11,50,3,0.0014
60,11,51,3,0.0014
60,11,52,3,0.0014
60,11,53,3,0.0015
60,11,54,3,0.0008
60,11,55,3,0.0008
60,11,56,2,0.2818
60,11,56,3,0.0008
60,11,57,3,0.0008
60,11,58,2,0.0477
60,11,58,3,0.0008
60,11,59,2,0.2287
60,11,60,3,0
60,12,34,1,0.0346
60,12,34,2,0.0291
60,12,35,2,0.0022
60,12,35,3,0.0001
60,12,36,1,0.0334
60,12,36,3,0.0001
60,12,37,3,0.0001
60,12,38,3,0.0001
60,12,39,3,0.0001
60,12,40,3,0.0001
60,12,41,3,0.0001
60,12,42,3,0.0001
60,12,43,3,0.0001
60,12,44,3,0.0001
60,12,45,3,0.0001
60,12,46,1,0.1036
60,12,46,3,0.0001
60,12,47,3,0.0001
60,12,48,1,0.0514
60,12,48,2,0.0144
60,12,48,3,0.0001
60,12,49,1,0.0737
60,12,49,2,0.018
60,12,49,3,0.0001
60,12,50,1,0.059
60,12,50,2,0.0328
60,12,50,3,0.0001
60,12,51,1,0.0238
60,12,51,2,0.0829
60,12,51,3,0.0001
60,12,52,1,0.0664
60,12,52,2,0.2222
60,12,52,3,0.0001
60,12,53,3,0.0001
60,12,54,3,0
60,12,55,3,0
60,12,56,3,0
60,12,57,1,0.0772
60,12,57,2,0.2461
60,12,57,3,0
60,12,58,1,0.0719
60,12,58,2,0.2339
60,12,58,3,0.0001
60,12,60,1,0.0118
60,12,60,2,0.0803
60,12,60,3,0
60,13,34,2,0.0179
60,13,35,2,0.0227
60,13,35,3,0.0007
60,13,36,2,0.0075
60,13,36,3,0.0008
60,13,37,1,0.0763
60,13,37,3,0.0007
60,13,38,3,0.0007
60,13,39,3,0.0007
60,13,40,2,0.102
60,13,40,3,0.0008
60,13,41,2,0.1313
60,13,41,3,0.0008
60,13,42,3,0.0008
60,13,43,2,0.0317
60,13,43,3,0.0008
60,13,44,2,0.0834
60,13,44,3,0.0007
60,13,45,1,0.83
60,13,45,2,0.089
60,13,45,3,0.0007
60,13,46,2,0.0953
60,13,46,3,0.0008
60,13,47,2,0.0723
60,13,47,3,0.0008
60,13,48,3,0.0008
60,13,49,2,0.0299
60,13,49,3,0.0006
60,13,50,2,0.0003
60,13,50,3,0.0006
60,13,51,2,0.0128
60,13,51,3,0.0006
60,13,52,2,0.0461
60,13,52,3,0.0006
60,13,53,2,0.0655
60,13,53,3,0.0006
60,13,54,3,0.0003
60,13,55,3,0.0003
60,13,56,2,0.0538
60,13,56,3,0.0003
60,13,57,3,0.0003
60,13,58,3,0.0003
60,13,60,2,0.0417
60,13,60,3,0
60,14,34,2,0.0088
60,14,35,2,0.0077
60,14,35,3,0.0002
60,14,36,2,0.0034
60,14,36,3,0.0003
60,14,37,1,0.0137
60,14,37,2,0.0006
60,14,37,3,0.0003
60,14,38,1,0.0399
60,14,38,2,0.0391
60,14,38,3,0.0002
60,14,39,1,0.0958
60,14,39,2,0.1134
60,14,39,3,0.0002
60,14,40,1,0.7873
60,14,40,3,0.0003
60,14,41,2,0.0643
60,14,41,3,0.0003
60,14,42,2,0.0298
60,14,42,3,0.0003
60,14,43,2,0.0003
60,14,43,3,0.0003
60,14,44,2,0.1256
60,14,44,3,0.0002
60,14,45,2,0.0831
60,14,45,3,0.0003
60,14,46,2,0.0512
60,14,46,3,0.0003
60,14,47,3,0.0003
60,14,48,2,0.1202
60,14,48,3,0.0003
60,14,49,2,0.0255
60,14,49,3,0.0002
60,14,50,2,0.0672
60,14,50,3,0.0002
60,14,51,2,0.0483
60,14,51,3,0.0002
60,14,52,2,0.0452
60,14,52,3,0.0002
60,14,53,3,0.0002
60,14,54,2,0.0933
60,14,54,3,0.0001
60,14,55,3,0.0001
60,14,56,3,0.0001
60,14,57,2,0.1261
60,14,57,3,0.0001
60,14,58,3,0.0001
60,14,60,1,0.0633
60,14,60,3,0
60,15,34,2,0.0109
60,15,34,3,0.0858
60,15,35,2,0.0082
60,15,35,3,0.0866
60,15,36,2,0.0018
60,15,36,3,0.001
60,15,37,1,0.0247
60,15,37,3,0.0009
60,15,38,1,0.1479
60,15,38,3,0.0008
60,15,39,2,0.0799
60,15,39,3,0.0008
60,15,40,2,0.1269
60,15,40,3,0.0009
60,15,41,2,0.1233
60,15,41,3,0.0009
60,15,42,2,0.1155
60,15,42,3,0.0009
60,15,43,2,0.1276
60,15,43,3,0.001
60,15,44,3,0.0008
60,15,45,3,0.0009
60,15,46,3,0.0009
60,15,47,3,0.001
60,15,48,3,0.001
60,15,49,2,0.0888
60,15,49,3,0.0007
60,15,50,3,0.0007
60,15,51,3,0.0007
60,15,52,2,0.0743
60,15,52,3,0.0007
60,15,53,3,0.0007
60,15,54,3,0.0004
60,15,55,2,0.2173
60,15,55,3,0.0004
60,15,56,3,0.0004
60,15,57,3,0.0004
60,15,58,3,0.0004
60,15,60,1,0.8274
60,15,60,3,0
60,16,34,2,0.0088
60,16,35,2,0.0113
60,16,35,3,0.0002
60,16,36,3,0.0002
60,16,37,1,0.1776
60,16,37,3,0.0002
60,16,38,1,0.7404
60,16,38,2,0.0472
60,16,38,3,0.0002
60,16,39,2,0.1264
60,16,39,3,0.0002
60,16,40,2,0.0396
60,16,40,3,0.0002
60,16,41,2,0.1012
60,16,41,3,0.0002
60,16,42,2,0.0559
60,16,42,3,0.0002
60,16,43,3,0.0002
60,16,44,3,0.0002
60,16,45,2,0.0415
60,16,45,3,0.0002
60,16,46,2,0.1331
60,16,46,3,0.0002
60,16,47,2,0.152
60,16,47,3,0.0002
60,16,48,3,0.0002
60,16,49,3,0.0001
60,16,50,2,0.0615
60,16,50,3,0.0001
60,16,51,2,0.0342
60,16,51,3,0.0002
60,16,52,3,0.0002
60,16,53,2,0.0882
60,16,53,3,0.0002
60,16,54,2,0.0663
60,16,54,3,0.0001
60,16,55,3,0.0001
60,16,56,2,0.0277
60,16,56,3,0.0001
60,16,57,2,0.0392
60,16,57,3,0.0001
60,16,58,2,0.0149
60,16,58,3,0.0001
60,16,60,3,0
60,17,34,1,0.0315
60,17,34,2,0.0336
60,17,35,1,0.0157
60,17,35,2,0.0274
60,17,35,3,0.0028
60,17,36,2,0.2222
60,17,36,3,0.0033
60,17,37,1,0.0271
60,17,37,3,0.0028
60,17,38,1,0.1187
60,17,38,3,0.0027
60,17,39,1,0.0772
60,17,39,2,0.2334
60,17,39,3,0.0028
60,17,40,2,0.8785
60,17,40,3,0.0029
60,17,41,1,0.1433
60,17,41,3,0.003
60,17,42,1,0.0409
60,17,42,3,0.0031
60,17,43,3,0.0032
60,17,44,3,0.0026
60,17,45,3,0.0029
60,17,46,3,0.0031
60,17,47,3,0.0031
60,17,48,3,0.0033
60,17,49,3,0.0023
60,17,50,3,0.0023
60,17,51,3,0.0023
60,17,52,3,0.0023
60,17,53,3,0.0025
60,17,54,3,0.0013
60,17,55,3,0.0013
60,17,56,3,0.0013
60,17,57,3,0.0013
60,17,58,3,0.0013
60,17,60,1,0.0849
60,17,60,3,0
60,18,34,1,0.0559
60,18,34,2,0.0032
60,18,35,3,0.0036
60,18,36,1,0.014
60,18,36,2,0.9092
60,18,36,3,0.0043
60,18,37,1,0.0494
60,18,37,3,0.0036
60,18,38,1,0.0955
60,18,38,3,0.0035
60,18,39,1,0.0496
60,18,39,3,0.0036
60,18,40,1,0.1702
60,18,40,3,0.0038
60,18,41,3,0.0039
60,18,42,3,0.004
60,18,43,3,0.0042
60,18,44,3,0.0034
60,18,45,3,0.0037
60,18,46,3,0.0039
60,18,47,3,0.0041
60,18,48,3,0.0043
60,18,49,3,0.0029
60,18,50,3,0.0029
60,18,51,3,0.003
60,18,52,3,0.003
60,18,53,3,0.0032
60,18,54,3,0.0016
60,18,55,3,0.0017
60,18,56,3,0.0691
60,18,57,3,0.0017
60,18,58,3,0.0017
