 mnumyr,mnumnr,m24,m4,LDLM
34,12,4,2,1192.053
34,12,5,2,1202.494
34,12,6,2,1170.981
34,12,7,2,1140.999
34,12,8,2,1287.918
34,12,9,2,1476.837
34,12,10,2,1655.098
34,12,11,2,1802.965
34,12,12,2,1925.846
34,12,13,2,1995.941
34,12,14,2,2003.591
34,12,15,2,1907.880
34,12,16,2,1735.690
34,12,17,2,1471.078
34,12,18,2,1121.518
34,12,19,2,1000.098
34,12,20,2,1155.887
34,12,21,2,1242.055
34,12,22,2,1256.934
34,12,23,2,1280.240
34,12,24,2,1288.818
34,12,1,3,715.774
34,12,2,3,697.923
34,12,3,3,711.294
34,12,4,3,711.120
34,12,5,3,699.670
34,12,6,3,668.229
34,12,7,3,660.842
34,12,8,3,802.661
34,12,9,3,889.787
34,12,10,3,939.992
34,12,11,3,1024.280
34,12,12,3,1092.170
34,12,13,3,1154.862
34,12,14,3,1074.598
34,12,15,3,993.588
34,12,16,3,898.356
34,12,17,3,734.822
34,12,18,3,641.571
34,12,19,3,651.649
34,12,20,3,680.141
34,12,21,3,704.838
34,12,22,3,732.961
34,12,23,3,740.926
34,12,24,3,732.133
34,12,1,4,1492.049
34,12,2,4,1473.813
34,12,3,4,1459.151
34,12,4,4,1455.802
34,12,5,4,1436.737
34,12,6,4,1426.280
34,12,7,4,1411.802
34,12,8,4,1519.256
34,12,9,4,1855.002
34,12,10,4,1971.825
34,12,11,4,2172.022
34,12,12,4,2381.693
34,12,13,4,2539.574
34,12,14,4,2439.410
34,12,15,4,2217.840
34,12,16,4,1976.582
34,12,17,4,1579.066
34,12,18,4,1421.643
34,12,19,4,1465.812
34,12,20,4,1505.115
34,12,21,4,1510.421
34,12,22,4,1498.426
34,12,23,4,1506.031
34,12,24,4,1497.738
34,13,1,1,570.535
34,13,2,1,571.037
34,13,3,1,555.113
34,13,4,1,549.383
34,13,5,1,545.312
34,13,6,1,544.344
34,13,7,1,638.822
34,13,8,1,860.320
34,13,9,1,1194.493
34,13,10,1,1932.300
34,13,11,1,2334.370
34,13,12,1,2023.998
34,13,13,1,2018.708
34,13,14,1,1845.758
34,13,15,1,1538.655
34,13,16,1,1232.082
34,13,17,1,1007.603
34,13,18,1,810.216
34,13,19,1,622.307
34,13,20,1,590.123
34,13,21,1,590.463
34,13,22,1,577.309
34,13,23,1,576.581
34,13,24,1,573.968
34,13,1,2,617.931
34,13,2,2,616.072
34,13,3,2,599.172
34,13,4,2,586.507
34,13,5,2,687.689
34,13,6,2,743.871
34,13,7,2,812.564
34,13,8,2,1370.981
34,13,9,2,1901.065
34,13,10,2,2218.421
34,13,11,2,2319.887
34,13,12,2,2412.100
34,13,13,2,2435.747
34,13,14,2,2262.011
34,13,15,2,2118.050
34,13,16,2,1995.766
34,13,17,2,1419.103
34,13,18,2,930.161
34,13,19,2,700.303
34,13,20,2,666.653
34,13,21,2,668.264
34,13,22,2,655.825
34,13,23,2,643.864
34,13,24,2,634.271
34,13,1,3,443.300
34,13,2,3,439.733
34,13,3,3,428.833
34,13,4,3,419.732
34,13,5,3,414.404
34,13,6,3,428.920
34,13,7,3,537.851
34,13,8,3,808.275
34,13,9,3,1027.981
34,13,10,3,1192.014
34,13,11,3,1210.422
34,13,12,3,1247.085
34,13,13,3,1239.247
34,13,14,3,1133.875
34,13,15,3,1110.894
34,13,16,3,960.473
34,13,17,3,734.768
34,13,18,3,510.244
34,13,19,3,475.978
34,13,20,3,477.444
34,13,21,3,474.968
34,13,22,3,458.947
34,13,23,3,455.728
34,13,24,3,448.128
34,13,1,4,941.763
34,13,2,4,933.140
34,13,3,4,923.335
34,13,4,4,920.387
34,13,5,4,941.134
34,13,6,4,947.079
34,13,7,4,992.936
34,13,8,4,1420.204
34,13,9,4,1939.297
34,13,10,4,2327.863
34,13,11,4,2321.791
34,13,12,4,2593.477
34,13,13,4,2658.411
34,13,14,4,2442.996
34,13,15,4,2211.435
34,13,16,4,2045.440
34,13,17,4,1565.024
34,13,18,4,1200.040
34,13,19,4,1023.354
34,13,20,4,969.392
34,13,21,4,950.939
34,13,22,4,932.924
34,13,23,4,934.536
34,13,24,4,934.750
34,14,1,1,1240.858
34,14,2,1,1240.482
34,14,3,1,1214.566
34,14,4,1,1194.660
34,14,5,1,1166.680
34,14,6,1,1206.311
34,14,7,1,1273.934
34,14,8,1,1579.229
34,14,9,1,2763.742
34,14,10,1,4095.632
34,14,11,1,4946.178
34,14,12,1,4463.924
34,14,13,1,3839.896
34,14,14,1,3612.362
34,14,15,1,3023.052
34,14,16,1,2038.869
34,14,17,1,1876.482
34,14,18,1,1402.177
34,14,19,1,1355.776
34,14,20,1,1310.963
34,14,21,1,1267.082
34,14,22,1,1234.089
34,14,23,1,1237.192
34,14,24,1,1238.927
34,14,1,2,1562.930
34,14,2,2,1552.590
34,14,3,2,1513.570
34,14,4,2,1483.225
34,14,5,2,1446.648
34,14,6,2,1465.667
34,14,7,2,1737.524
34,14,8,2,2452.936
34,14,9,2,4370.060
34,14,10,2,6015.279
34,14,11,2,5913.566
34,14,12,2,5166.458
34,14,13,2,5101.521
34,14,14,2,4670.454
34,14,15,2,4093.999
34,14,16,2,3744.551
34,14,17,2,2710.044
34,14,18,2,2096.581
34,14,19,2,1788.843
34,14,20,2,1724.671
34,14,21,2,1718.729
34,14,22,2,1654.343
34,14,23,2,1629.381
34,14,24,2,1593.109
34,14,1,3,856.601
34,14,2,3,853.739
34,14,3,3,832.530
34,14,4,3,817.078
34,14,5,3,796.441
34,14,6,3,828.581
34,14,7,3,1007.883
34,14,8,3,1419.215
34,14,9,3,2539.360
34,14,10,3,3413.747
34,14,11,3,3965.202
34,14,12,3,3264.653
34,14,13,3,2932.767
34,14,14,3,2574.863
34,14,15,3,2043.423
34,14,16,3,1832.961
34,14,17,3,1404.234
34,14,18,3,1103.307
34,14,19,3,946.657
34,14,20,3,932.936
34,14,21,3,922.470
34,14,22,3,898.960
34,14,23,3,887.670
34,14,24,3,874.524
34,14,1,4,1899.152
34,14,2,4,1890.602
34,14,3,4,1851.902
34,14,4,4,1823.984
34,14,5,4,1778.895
34,14,6,4,1796.074
34,14,7,4,1997.020
34,14,8,4,2574.148
34,14,9,4,3790.637
34,14,10,4,6645.282
34,14,11,4,7573.960
34,14,12,4,5984.161
34,14,13,4,6138.797
34,14,14,4,5590.991
34,14,15,4,4585.708
34,14,16,4,3785.377
34,14,17,4,2938.818
34,14,18,4,2426.120
34,14,19,4,2097.278
34,14,20,4,1991.582
34,14,21,4,1969.965
34,14,22,4,1893.752
34,14,23,4,1877.892
34,14,24,4,1884.522
34,15,1,1,1446.368
34,15,2,1,1452.665
34,15,3,1,1428.058
34,15,4,1,1415.149
34,15,5,1,1401.346
34,15,6,1,1451.785
34,15,7,1,1635.210
34,15,8,1,2211.114
34,15,9,1,3571.763
34,15,10,1,4773.498
34,15,11,1,5586.214
34,15,12,1,5509.582
34,15,13,1,4701.810
34,15,14,1,4695.406
34,15,15,1,4130.116
34,15,16,1,3123.749
34,15,17,1,2345.932
34,15,18,1,1880.074
34,15,19,1,1648.743
34,15,20,1,1513.426
34,15,21,1,1496.744
34,15,22,1,1455.758
34,15,23,1,1447.734
34,15,24,1,1447.403
34,15,1,2,1551.121
34,15,2,2,1543.038
34,15,3,2,1514.842
34,15,4,2,1498.265
34,15,5,2,1480.052
34,15,6,2,1507.773
34,15,7,2,2159.592
34,15,8,2,3484.262
34,15,9,2,5954.243
34,15,10,2,7639.678
34,15,11,2,8444.770
34,15,12,2,7650.868
34,15,13,2,7252.686
34,15,14,2,6676.161
34,15,15,2,5459.591
34,15,16,2,4687.980
34,15,17,2,3682.693
34,15,18,2,2572.739
34,15,19,2,1886.170
34,15,20,2,1714.130
34,15,21,2,1697.526
34,15,22,2,1612.154
34,15,23,2,1579.116
34,15,24,2,1563.748
34,15,1,3,947.505
34,15,2,3,946.055
34,15,3,3,929.558
34,15,4,3,921.342
34,15,5,3,913.645
34,15,6,3,954.780
34,15,7,3,1331.042
34,15,8,3,2008.389
34,15,9,3,3387.961
34,15,10,3,4428.537
34,15,11,3,5107.247
34,15,12,3,4317.631
34,15,13,3,4150.388
34,15,14,3,3911.490
34,15,15,3,3208.322
34,15,16,3,2353.014
34,15,17,3,2013.217
34,15,18,3,1498.211
34,15,19,3,1148.295
34,15,20,3,1096.905
34,15,21,3,1062.083
34,15,22,3,1003.663
34,15,23,3,971.130
34,15,24,3,948.439
34,15,1,4,2249.145
34,15,2,4,2247.456
34,15,3,4,2212.146
34,15,4,4,2193.927
34,15,5,4,2174.780
34,15,6,4,2234.568
34,15,7,4,2527.762
34,15,8,4,3426.083
34,15,9,4,5271.629
34,15,10,4,8175.257
34,15,11,4,9838.694
34,15,12,4,8985.479
34,15,13,4,8837.448
34,15,14,4,8303.103
34,15,15,4,6894.196
34,15,16,4,5090.363
34,15,17,4,4308.993
34,15,18,4,3409.707
34,15,19,4,2670.754
34,15,20,4,2401.573
34,15,21,4,2331.645
34,15,22,4,2257.142
34,15,23,4,2244.235
34,15,24,4,2243.217
34,16,1,1,859.344
34,16,2,1,853.056
34,16,3,1,838.901
34,16,4,1,835.192
34,16,5,1,831.383
34,16,6,1,834.520
34,16,7,1,954.372
34,16,8,1,1254.995
34,16,9,1,1794.135
34,16,10,1,2839.726
34,16,11,1,3660.576
34,16,12,1,3313.592
34,16,13,1,3055.525
34,16,14,1,2938.072
34,16,15,1,2340.795
34,16,16,1,1565.399
34,16,17,1,1347.002
34,16,18,1,1037.063
34,16,19,1,939.431
34,16,20,1,914.290
34,16,21,1,915.839
34,16,22,1,901.912
34,16,23,1,889.875
34,16,24,1,878.346
34,16,1,2,1001.090
34,16,2,2,995.342
34,16,3,2,980.353
34,16,4,2,971.332
34,16,5,2,953.632
34,16,6,2,1015.040
34,16,7,2,1422.002
34,16,8,2,2125.842
34,16,9,2,3322.121
34,16,10,2,4876.325
34,16,11,2,4656.342
34,16,12,2,4398.577
34,16,13,2,4501.455
34,16,14,2,3749.746
34,16,15,2,3066.636
34,16,16,2,2793.723
34,16,17,2,2221.360
34,16,18,2,1526.766
34,16,19,2,1211.291
34,16,20,2,1128.382
34,16,21,2,1129.480
34,16,22,2,1108.780
34,16,23,2,1085.879
34,16,24,2,1048.475
34,16,1,3,723.990
34,16,2,3,728.041
34,16,3,3,719.816
34,16,4,3,715.048
34,16,5,3,712.837
34,16,6,3,731.754
34,16,7,3,868.631
34,16,8,3,1148.271
34,16,9,3,1843.120
34,16,10,3,2759.575
34,16,11,3,2654.500
34,16,12,3,2482.513
34,16,13,3,2438.450
34,16,14,3,2114.973
34,16,15,3,1477.855
34,16,16,3,1320.401
34,16,17,3,1082.872
34,16,18,3,914.184
34,16,19,3,839.415
34,16,20,3,801.531
34,16,21,3,774.464
34,16,22,3,759.509
34,16,23,3,748.401
34,16,24,3,739.093
34,16,1,4,1675.281
34,16,2,4,1659.783
34,16,3,4,1631.763
34,16,4,4,1592.764
34,16,5,4,1583.169
34,16,6,4,1590.510
34,16,7,4,1675.717
34,16,8,4,2113.002
34,16,9,4,2748.966
34,16,10,4,3496.634
34,16,11,4,3600.430
34,16,12,4,3918.012
34,16,13,4,4056.385
34,16,14,4,3588.334
34,16,15,4,2999.297
34,16,16,4,2680.457
34,16,17,4,2359.932
34,16,18,4,1925.149
34,16,19,4,1782.943
34,16,20,4,1759.655
34,16,21,4,1747.390
34,16,22,4,1726.090
34,16,23,4,1709.913
34,16,24,4,1695.272
34,17,1,1,1782.832
34,17,2,1,1787.877
34,17,3,1,1778.351
34,17,4,1,1772.900
34,17,5,1,1767.872
34,17,6,1,1752.137
34,17,7,1,1770.318
34,17,8,1,1856.046
34,17,9,1,1936.028
34,17,10,1,2041.526
34,17,11,1,2156.879
34,17,12,1,2185.402
34,17,13,1,2219.251
34,17,14,1,2258.352
34,17,15,1,2303.636
34,17,16,1,2208.790
34,17,17,1,1989.400
34,17,18,1,1829.500
34,17,19,1,1793.467
34,17,20,1,1789.970
34,17,21,1,1819.451
34,17,22,1,1841.517
34,17,23,1,1838.472
34,17,24,1,1818.272
34,17,1,2,2906.854
34,17,2,2,2927.323
34,17,3,2,2912.345
34,17,4,2,2878.765
34,17,5,2,2888.011
34,17,6,2,2835.522
34,17,7,2,2791.808
34,17,8,2,2928.554
34,17,9,2,3076.165
34,17,10,2,3256.487
34,17,11,2,3344.656
34,17,12,2,3383.910
34,17,13,2,3399.989
34,17,14,2,3390.739
34,17,15,2,3386.846
34,17,16,2,3279.981
34,17,17,2,3122.701
34,17,18,2,2768.496
34,17,19,2,2617.276
34,17,20,2,2735.316
34,17,21,2,2867.105
34,17,22,2,2905.129
34,17,23,2,2925.636
34,17,24,2,2932.141
34,17,1,3,1625.521
34,17,2,3,1624.393
34,17,3,3,1608.383
34,17,4,3,1591.613
34,17,5,3,1575.225
34,17,6,3,1568.378
34,17,7,3,1598.906
34,17,8,3,1692.894
34,17,9,3,1750.236
34,17,10,3,1788.275
34,17,11,3,1821.298
34,17,12,3,1858.173
34,17,13,3,1881.472
34,17,14,3,1882.227
34,17,15,3,1869.876
34,17,16,3,1817.386
34,17,17,3,1731.599
34,17,18,3,1639.009
34,17,19,3,1591.054
34,17,20,3,1622.334
34,17,21,3,1664.626
34,17,22,3,1678.154
34,17,23,3,1671.795
34,17,24,3,1645.633
34,17,1,4,3471.360
34,17,2,4,3459.056
34,17,3,4,3430.818
34,17,4,4,3421.842
34,17,5,4,3370.156
34,17,6,4,3380.937
34,17,7,4,3420.454
34,17,8,4,3561.619
34,17,9,4,3799.105
34,17,10,4,3831.185
34,17,11,4,3830.429
34,17,12,4,3843.889
34,17,13,4,3842.652
34,17,14,4,3836.796
34,17,15,4,3828.695
34,17,16,4,3700.858
34,17,17,4,3600.100
34,17,18,4,3517.568
34,17,19,4,3523.514
34,17,20,4,3514.133
34,17,21,4,3515.394
34,17,22,4,3524.504
34,17,23,4,3519.732
34,17,24,4,3490.064
34,18,1,1,797.503
34,18,2,1,794.305
34,18,3,1,797.748
34,18,4,1,804.093
34,18,5,1,810.482
34,18,6,1,820.537
34,18,7,1,832.330
34,18,8,1,893.987
34,18,9,1,943.071
34,18,10,1,952.825
34,18,11,1,972.655
34,18,12,1,994.227
34,18,13,1,1011.073
34,18,14,1,1025.745
34,18,15,1,1021.618
34,18,16,1,971.980
34,18,17,1,897.964
34,18,18,1,843.397
34,18,19,1,797.946
34,18,20,1,784.518
34,18,21,1,813.270
34,18,22,1,818.248
34,18,23,1,818.724
34,18,24,1,808.835
34,18,1,2,1380.372
34,18,2,2,1360.427
34,18,3,2,1331.656
34,18,4,2,1320.100
34,18,5,2,1315.333
34,18,6,2,1303.527
34,18,7,2,1301.472
34,18,8,2,1363.877
34,18,9,2,1433.535
34,18,10,2,1503.348
34,18,11,2,1560.548
34,18,12,2,1593.361
34,18,13,2,1611.561
34,18,14,2,1628.934
34,18,15,2,1621.096
34,18,16,2,1596.046
34,18,17,2,1521.591
34,18,18,2,1460.228
34,18,19,2,1404.081
34,18,20,2,1393.510
34,18,21,2,1424.009
34,18,22,2,1424.807
34,18,23,2,1419.313
34,18,24,2,1397.956
34,18,1,3,733.893
34,18,2,3,726.076
34,18,3,3,721.287
34,18,4,3,719.345
34,18,5,3,718.929
34,18,6,3,728.203
34,18,7,3,748.181
34,18,8,3,799.796
34,18,9,3,844.897
34,18,10,3,871.189
34,18,11,3,890.768
34,18,12,3,909.057
34,18,13,3,915.579
34,18,14,3,919.601
34,18,15,3,894.049
34,18,16,3,848.348
34,18,17,3,786.179
34,18,18,3,749.497
34,18,19,3,742.987
34,18,20,3,751.832
34,18,21,3,754.471
34,18,22,3,745.569
34,18,23,3,740.813
34,18,24,3,736.794
34,18,1,4,1455.395
34,18,2,4,1444.376
34,18,3,4,1425.410
34,18,4,4,1417.110
34,18,5,4,1402.980
34,18,6,4,1416.072
34,18,7,4,1476.653
34,18,8,4,1609.718
34,18,9,4,1747.917
34,18,10,4,1817.386
34,18,11,4,1849.046
34,18,12,4,1847.844
34,18,13,4,1833.406
34,18,14,4,1823.364
34,18,15,4,1776.618
34,18,16,4,1677.065
34,18,17,4,1573.101
34,18,18,4,1524.377
34,18,19,4,1504.370
34,18,20,4,1479.156
34,18,21,4,1468.688
34,18,22,4,1454.016
34,18,23,4,1447.640
34,18,24,4,1440.476
34,19,1,1,580.308
34,19,2,1,571.008
34,19,3,1,577.097
34,19,4,1,578.724
34,19,5,1,573.180
34,19,6,1,563.417
34,19,7,1,531.328
34,19,8,1,601.494
34,19,9,1,672.292
34,19,10,1,681.870
34,19,11,1,692.701
34,19,12,1,710.669
34,19,13,1,725.054
34,19,14,1,723.457
34,19,15,1,714.052
34,19,16,1,697.758
34,19,17,1,644.502
34,19,18,1,539.791
34,19,19,1,515.460
34,19,20,1,519.453
34,19,21,1,553.991
34,19,22,1,577.685
34,19,23,1,592.158
34,19,24,1,588.027
34,19,1,2,1042.180
34,19,2,2,1012.283
34,19,3,2,1023.466
34,19,4,2,1010.819
34,19,5,2,1002.442
34,19,6,2,978.082
34,19,7,2,875.203
34,19,8,2,878.119
34,19,9,2,954.631
34,19,10,2,1073.276
34,19,11,2,1127.786
34,19,12,2,1160.053
34,19,13,2,1171.368
34,19,14,2,1185.783
34,19,15,2,1152.089
34,19,16,2,1114.388
34,19,17,2,939.209
34,19,18,2,727.415
34,19,19,2,751.136
34,19,20,2,867.023
34,19,21,2,957.127
34,19,22,2,1024.665
34,19,23,2,1018.530
34,19,24,2,1028.528
34,19,1,3,525.397
34,19,2,3,510.960
34,19,3,3,527.282
34,19,4,3,530.993
34,19,5,3,532.315
34,19,6,3,507.882
34,19,7,3,489.176
34,19,8,3,595.049
34,19,9,3,594.920
34,19,10,3,601.998
34,19,11,3,614.857
34,19,12,3,631.611
34,19,13,3,643.812
34,19,14,3,650.044
34,19,15,3,621.759
34,19,16,3,592.246
34,19,17,3,488.301
34,19,18,3,472.380
34,19,19,3,468.486
34,19,20,3,485.152
34,19,21,3,498.130
34,19,22,3,537.316
34,19,23,3,536.799
34,19,24,3,528.656
34,19,1,4,1017.810
34,19,2,4,1020.850
34,19,3,4,1025.295
34,19,4,4,1060.621
34,19,5,4,1106.423
34,19,6,4,1082.253
34,19,7,4,997.641
34,19,8,4,1060.801
34,19,9,4,1278.630
34,19,10,4,1300.152
34,19,11,4,1314.808
34,19,12,4,1324.664
34,19,13,4,1322.136
34,19,14,4,1317.601
34,19,15,4,1288.708
34,19,16,4,1213.202
34,19,17,4,1040.788
34,19,18,4,996.275
34,19,19,4,965.031
34,19,20,4,966.738
34,19,21,4,979.684
34,19,22,4,1002.357
34,19,23,4,999.486
34,19,24,4,1008.994
34,20,1,1,1466.174
34,20,2,1,1485.045
34,20,3,1,1455.712
34,20,4,1,1430.511
34,20,5,1,1391.479
34,20,6,1,1402.349
34,20,7,1,1465.780
34,20,8,1,1660.995
34,20,9,1,2118.502
34,20,10,1,2385.793
34,20,11,1,2441.844
34,20,12,1,2499.416
34,20,13,1,2408.004
34,20,14,1,2361.045
34,20,15,1,2228.322
34,20,16,1,1945.689
34,20,17,1,1829.513
34,20,18,1,1570.206
34,20,19,1,1516.071
34,20,20,1,1461.153
34,20,21,1,1447.576
34,20,22,1,1429.621
34,20,23,1,1447.617
34,20,24,1,1464.537
34,20,1,2,2147.511
34,20,2,2,2132.440
34,20,3,2,2090.715
34,20,4,2,2056.289
34,20,5,2,2013.120
34,20,6,2,2024.562
34,20,7,2,2186.791
34,20,8,2,2574.390
34,20,9,2,2947.908
34,20,10,2,3018.111
34,20,11,2,3106.001
34,20,12,2,3144.257
34,20,13,2,3197.523
34,20,14,2,3254.701
34,20,15,2,3212.326
34,20,16,2,3050.596
34,20,17,2,2695.174
34,20,18,2,2446.886
34,20,19,2,2285.749
34,20,20,2,2218.283
34,20,21,2,2190.812
34,20,22,2,2148.667
34,20,23,2,2146.375
34,20,24,2,2145.537
34,20,1,3,1053.349
34,20,2,3,1049.987
34,20,3,3,1028.002
34,20,4,3,1010.314
34,20,5,3,1035.957
34,20,6,3,1033.522
34,20,7,3,1120.722
34,20,8,3,1431.858
34,20,9,3,1615.641
34,20,10,3,1676.649
34,20,11,3,1731.305
34,20,12,3,1799.819
34,20,13,3,1807.212
34,20,14,3,1798.685
34,20,15,3,1763.344
34,20,16,3,1668.752
34,20,17,3,1372.714
34,20,18,3,1182.812
34,20,19,3,1122.902
34,20,20,3,1102.212
34,20,21,3,1060.574
34,20,22,3,1024.520
34,20,23,3,1030.675
34,20,24,3,1039.522
34,20,1,4,2906.607
34,20,2,4,2922.095
34,20,3,4,2864.826
34,20,4,4,2815.281
34,20,5,4,2735.184
34,20,6,4,2739.160
34,20,7,4,2772.526
34,20,8,4,2926.014
34,20,9,4,3661.676
34,20,10,4,4251.527
34,20,11,4,4363.236
34,20,12,4,4534.893
34,20,13,4,4272.610
34,20,14,4,4118.964
34,20,15,4,3812.358
34,20,16,4,3539.773
34,20,17,4,3053.328
34,20,18,4,3041.719
34,20,19,4,3049.553
34,20,20,4,2967.947
34,20,21,4,2906.357
34,20,22,4,2850.273
34,20,23,4,2857.574
34,20,24,4,2886.656
34,21,1,1,1148.550
34,21,2,1,1126.076
34,21,3,1,1092.577
34,21,4,1,1060.709
34,21,5,1,1002.815
34,21,6,1,981.668
34,21,7,1,971.914
34,21,8,1,1387.358
34,21,9,1,2091.980
34,21,10,1,2737.988
34,21,11,1,2447.270
34,21,12,1,1671.281
34,21,13,1,1625.053
34,21,14,1,1675.981
34,21,15,1,1660.733
34,21,16,1,1667.113
34,21,17,1,1497.537
34,21,18,1,1065.625
34,21,19,1,1063.104
34,21,20,1,1050.242
34,21,21,1,1047.013
34,21,22,1,1032.620
34,21,23,1,1075.898
34,21,24,1,1119.756
34,21,1,2,1699.504
34,21,2,2,1732.957
34,21,3,2,1682.542
34,21,4,2,1637.594
34,21,5,2,1560.362
34,21,6,2,1545.327
34,21,7,2,1631.601
34,21,8,2,2583.020
34,21,9,2,3270.263
34,21,10,2,3638.806
34,21,11,2,3311.280
34,21,12,2,2962.040
34,21,13,2,2929.577
34,21,14,2,2968.905
34,21,15,2,2969.583
34,21,16,2,2998.415
34,21,17,2,2575.996
34,21,18,2,1786.120
34,21,19,2,1700.929
34,21,20,2,1677.158
34,21,21,2,1682.064
34,21,22,2,1664.618
34,21,23,2,1689.341
34,21,24,2,1705.637
34,21,1,3,820.427
34,21,2,3,832.326
34,21,3,3,809.210
34,21,4,3,788.329
34,21,5,3,752.344
34,21,6,3,723.545
34,21,7,3,822.635
34,21,8,3,1174.192
34,21,9,3,1676.103
34,21,10,3,1627.645
34,21,11,3,1347.969
34,21,12,3,1397.352
34,21,13,3,1462.003
34,21,14,3,1460.625
34,21,15,3,1473.464
34,21,16,3,1447.266
34,21,17,3,1054.733
34,21,18,3,943.213
34,21,19,3,857.442
34,21,20,3,847.914
34,21,21,3,842.539
34,21,22,3,831.320
34,21,23,3,791.293
34,21,24,3,803.385
34,21,1,4,2038.846
34,21,2,4,2026.620
34,21,3,4,1961.521
34,21,4,4,1902.197
34,21,5,4,1790.596
34,21,6,4,1755.639
34,21,7,4,1843.361
34,21,8,4,2262.284
34,21,9,4,2509.791
34,21,10,4,2754.367
34,21,11,4,2694.696
34,21,12,4,2819.579
34,21,13,4,2725.322
34,21,14,4,2779.980
34,21,15,4,2777.074
34,21,16,4,2760.062
34,21,17,4,2284.923
34,21,18,4,2229.990
34,21,19,4,2211.282
34,21,20,4,2152.483
34,21,21,4,2059.590
34,21,22,4,1960.461
34,21,23,4,1961.207
34,21,24,4,1983.026
34,22,1,1,1239.733
34,22,2,1,1242.615
34,22,3,1,1196.153
34,22,4,1,1153.017
34,22,5,1,1074.058
34,22,6,1,1044.775
34,22,7,1,1024.468
34,22,8,1,1501.425
34,22,9,1,2541.142
34,22,10,1,3323.932
34,22,11,1,2387.339
34,22,12,1,1726.217
34,22,13,1,1683.568
34,22,14,1,1642.375
34,22,15,1,1509.677
34,22,16,1,1622.275
34,22,17,1,1326.770
34,22,18,1,1122.857
34,22,19,1,1118.189
34,22,20,1,1092.659
34,22,21,1,1087.618
34,22,22,1,1068.456
34,22,23,1,1127.547
34,22,24,1,1187.042
34,22,1,2,1683.473
34,22,2,2,1721.333
34,22,3,2,1661.541
34,22,4,2,1608.259
34,22,5,2,1522.453
34,22,6,2,1522.569
34,22,7,2,1691.685
34,22,8,2,2338.340
34,22,9,2,3125.334
34,22,10,2,3449.150
34,22,11,2,2997.443
34,22,12,2,3004.262
34,22,13,2,2883.063
34,22,14,2,2893.146
34,22,15,2,2873.390
34,22,16,2,2988.706
34,22,17,2,2162.323
34,22,18,2,1812.311
34,22,19,2,1587.392
34,22,20,2,1538.730
34,22,21,2,1543.510
34,22,22,2,1521.891
34,22,23,2,1594.347
34,22,24,2,1658.210
34,22,1,3,887.690
34,22,2,3,904.643
34,22,3,3,867.761
34,22,4,3,825.936
34,22,5,3,769.044
34,22,6,3,752.157
34,22,7,3,887.898
34,22,8,3,1290.451
34,22,9,3,1862.354
34,22,10,3,1940.948
34,22,11,3,1401.120
34,22,12,3,1381.608
34,22,13,3,1514.821
34,22,14,3,1487.135
34,22,15,3,1402.307
34,22,16,3,1481.030
34,22,17,3,987.721
34,22,18,3,864.047
34,22,19,3,831.762
34,22,20,3,813.713
34,22,21,3,787.161
34,22,22,3,769.997
34,22,23,3,814.905
34,22,24,3,859.988
34,22,1,4,2197.510
34,22,2,4,2182.377
34,22,3,4,2091.832
34,22,4,4,2009.186
34,22,5,4,1860.537
34,22,6,4,1805.957
34,22,7,4,1800.157
34,22,8,4,2067.125
34,22,9,4,3131.749
34,22,10,4,3219.994
34,22,11,4,2938.311
34,22,12,4,2860.325
34,22,13,4,2880.906
34,22,14,4,2649.166
34,22,15,4,2948.612
34,22,16,4,2756.691
34,22,17,4,2084.897
34,22,18,4,2111.505
34,22,19,4,2069.327
34,22,20,4,1988.318
34,22,21,4,1957.954
34,22,22,4,1895.207
34,22,23,4,1985.641
34,22,24,4,2086.383
34,23,1,1,1377.517
34,23,2,1,1342.149
34,23,3,1,1155.896
34,23,4,1,1078.420
34,23,5,1,1066.738
34,23,6,1,1048.316
34,23,7,1,1060.624
34,23,8,1,1996.377
34,23,9,1,2233.831
34,23,10,1,2490.796
34,23,11,1,2491.393
34,23,12,1,2487.070
34,23,13,1,2489.084
34,23,14,1,2425.024
34,23,15,1,2208.962
34,23,16,1,2093.654
34,23,17,1,2034.486
34,23,18,1,1303.409
34,23,19,1,1296.782
34,23,20,1,1271.822
34,23,21,1,1258.299
34,23,22,1,1239.094
34,23,23,1,1280.932
34,23,24,1,1324.999
34,23,1,2,1884.932
34,23,2,2,1859.268
34,23,3,2,1805.546
34,23,4,2,1786.282
34,23,5,2,1764.197
34,23,6,2,1733.478
34,23,7,2,2004.707
34,23,8,2,3800.523
34,23,9,2,4212.409
34,23,10,2,4306.382
34,23,11,2,4304.010
34,23,12,2,4319.633
34,23,13,2,4360.706
34,23,14,2,4377.762
34,23,15,2,4229.981
34,23,16,2,4110.154
34,23,17,2,3600.731
34,23,18,2,2751.045
34,23,19,2,2556.590
34,23,20,2,2053.243
34,23,21,2,1944.550
34,23,22,2,1964.705
34,23,23,2,1944.060
34,23,24,2,1899.776
34,23,1,3,1145.987
34,23,2,3,1155.789
34,23,3,3,1129.907
34,23,4,3,1108.962
34,23,5,3,1124.307
34,23,6,3,1166.396
34,23,7,3,1312.673
34,23,8,3,1923.218
34,23,9,3,2067.601
34,23,10,3,2093.388
34,23,11,3,2043.099
34,23,12,3,2043.025
34,23,13,3,2054.005
34,23,14,3,2041.534
34,23,15,3,2034.156
34,23,16,3,2012.624
34,23,17,3,1852.679
34,23,18,3,1775.577
